LAMMPS (2 Aug 2023 - Development - patch_2Aug2023-219-g06e2d5d306)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (10.956 10.956 10.629)
  2 by 3 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.007 seconds
ACE version: 2022.6.27
Recursive evaluator is used
Loading Siviraman_GAP_HfO2_N3_rcut5_maxdeg10_regQR.yace
Total number of basis functions
	O: 20 (r=1) 1166 (r>1)
	Hf: 20 (r=1) 1166 (r>1)
Mapping LAMMPS atom type #1(Hf) -> ACE species type #1
Mapping LAMMPS atom type #2(O) -> ACE species type #0
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 3.5, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair pace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.12 | 3.121 | 3.121 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press     
    812000   1994.4359     -1064.0784      27.584714     -1036.4936      8561.4702    
    813000   2265.3627     -1064.6471      31.331859     -1033.3152      44667.534    
    814000   2074.0281     -1068.0484      28.685541     -1039.3628      3929.6356    
    815000   1782.0971     -1065.1861      24.647892     -1040.5382      22240.679    
    816000   1774.9054     -1060.1575      24.548424     -1035.609       47325.904    
    817000   2048.6784     -1061.595       28.334934     -1033.2601      29713.128    
    818000   1963.447      -1061.9549      27.156113     -1034.7988      1738.7401    
    819000   1914.0873     -1064.826       26.473426     -1038.3526      31704.494    
    820000   2105.8514     -1063.6658      29.125684     -1034.5401      22223.105    
    821000   1805.4913     -1059.2421      24.971454     -1034.2707      42636.658    
    822000   2125.5731     -1064.1564      29.398451     -1034.7579      25705.91     
    823000   2013.9906     -1063.5393      27.855173     -1035.6841      33886.96     
    824000   2001.4692     -1068.2935      27.681991     -1040.6115     -5216.6892    
    825000   2058.4521     -1061.3521      28.470113     -1032.8819      15164.425    
    826000   1916.076      -1064.7234      26.500931     -1038.2224      16232.707    
    827000   2087.7944     -1061.1196      28.875941     -1032.2436      31796.819    
    828000   2179.6692     -1065.4539      30.146647     -1035.3073      37355.39     
    829000   1744.0478     -1062.8484      24.121639     -1038.7267      14490.004    
    830000   2309.1587     -1064.6465      31.937594     -1032.709       22034.223    
    831000   2159.5769     -1058.0648      29.868753     -1028.196       73563.269    
    832000   1845.0554     -1063.0222      25.518657     -1037.5035      5162.0685    
    833000   2184.3336     -1063.0415      30.211159     -1032.8303      55219.699    
    834000   1751.8703     -1062.3202      24.22983      -1038.0904      20770.297    
    835000   2198.4777     -1059.427       30.406783     -1029.0203      54647.768    
    836000   1964.4074     -1064.4057      27.169396     -1037.2363      30315.876    
    837000   2151.1709     -1059.5215      29.752491     -1029.769       41522.451    
    838000   1919.5811     -1061.4104      26.549411     -1034.861       17421.407    
    839000   1985.7712     -1066.046       27.464875     -1038.5811      33235.56     
    840000   1880.5698     -1059.1131      26.009852     -1033.1032      38760.705    
    841000   1820.0225     -1062.0916      25.172432     -1036.9192      16857.515    
    842000   1614.386      -1064.0574      22.328308     -1041.7291      26541.41     
    843000   2204.2728     -1065.3451      30.486935     -1034.8582      40655.538    
    844000   2168.2421     -1063.892       29.9886       -1033.9034      32238.604    
    845000   2043.5561     -1064.4143      28.264089     -1036.1502      9503.7842    
    846000   2206.9806     -1067.2784      30.524386     -1036.754       13878.46     
    847000   1859.8513     -1061.9531      25.723298     -1036.2298      41884.018    
    848000   2020.6739     -1065.2304      27.947608     -1037.2828      14893.248    
    849000   1989.9421     -1064.7558      27.522562     -1037.2333      4893.6437    
    850000   2089.8894     -1063.4874      28.904916     -1034.5825      14375.898    
    851000   2109.6138     -1062.3723      29.177722     -1033.1946      37085.759    
    852000   1657.1745     -1061.5501      22.920107     -1038.63        23517.667    
    853000   2111.4102     -1061.9267      29.202567     -1032.7242      38352.787    
    854000   2047.1218     -1064.7126      28.313405     -1036.3992      33826.823    
    855000   1788.0515     -1062.8708      24.730247     -1038.1405      19082.616    
    856000   2078.2496     -1061.7145      28.743928     -1032.9705      42355.65     
    857000   1920.8467     -1063.3326      26.566915     -1036.7657      37803.444    
    858000   1974.263      -1061.9031      27.305706     -1034.5974      20286.201    
    859000   1960.2863     -1065.326       27.112397     -1038.2136      35020.761    
    860000   1877.9499     -1063.926       25.973617     -1037.9524      35220.322    
    861000   1826.4577     -1063.722       25.261436     -1038.4605      23563.772    
    862000   1939.6854     -1062.1001      26.827469     -1035.2726      9435.0532    
    863000   1814.1468     -1065.1267      25.091166     -1040.0355      29417.034    
    864000   1879.5899     -1063.1536      25.996299     -1037.1573      20615.358    
    865000   1964.97       -1063.689       27.177176     -1036.5118      17750.383    
    866000   1999.0656     -1060.4038      27.648747     -1032.755       44610.548    
    867000   2048.2172     -1061.5686      28.328555     -1033.2401      16971.196    
    868000   1720.4607     -1062.7292      23.795408     -1038.9338      23943.229    
    869000   2029.6413     -1055.3053      28.071636     -1027.2336      51446.18     
    870000   1969.8023     -1062.5097      27.244012     -1035.2657      44457.692    
    871000   2115.2083     -1062.0142      29.255099     -1032.7591      24935.912    
    872000   1950.5237     -1065.7335      26.977372     -1038.7562      46688.281    
    873000   1778.7238     -1062.6891      24.601236     -1038.0878      46797.116    
    874000   2241.4086     -1058.4464      31.000553     -1027.4458      41844.06     
    875000   2099.6709     -1063.4982      29.040203     -1034.458       26336.342    
    876000   2046.623      -1065.2169      28.306506     -1036.9103      14842.749    
    877000   1910.5832     -1063.0379      26.424962     -1036.613       21220.307    
    878000   2201.0245     -1060.438       30.442007     -1029.996       31803.402    
    879000   2045.8105     -1063.9845      28.295268     -1035.6892      23154.533    
    880000   1777.3137     -1064.2531      24.581733     -1039.6713      26954.253    
    881000   2005.7191     -1058.9457      27.740771     -1031.205       54654.924    
    882000   1929.3706     -1065.189       26.684808     -1038.5042      16977.474    
    883000   2126.7856     -1063.2973      29.415222     -1033.8821      29222.915    
    884000   1915.6859     -1066.3992      26.495536     -1039.9037      7030.5026    
    885000   2288.4434     -1063.4195      31.651084     -1031.7684      23318.647    
    886000   1898.8036     -1064.5081      26.26204      -1038.246       17527.693    
    887000   2067.7962     -1064.5758      28.599349     -1035.9764      32232.85     
    888000   1959.5701     -1063.5556      27.102492     -1036.4531      26881.526    
    889000   1967.733      -1058.6286      27.215391     -1031.4132      34479.404    
    890000   1826.6789     -1061.3492      25.264495     -1036.0847      35946.656    
    891000   2255.5437     -1061.1289      31.196054     -1029.9328      47067.532    
    892000   2160.9788     -1065.4918      29.888142     -1035.6037      7421.8844    
    893000   2048.8578     -1061.2916      28.337415     -1032.9542      13852.593    
    894000   1999.6023     -1065.9857      27.65617      -1038.3296      20017.636    
    895000   1898.1091     -1060.5969      26.252435     -1034.3444      44415.556    
    896000   1915.4519     -1060.9181      26.492301     -1034.4258      17808.978    
    897000   1995.8714     -1061.9915      27.604569     -1034.3869      21013.62     
    898000   2071.3823     -1064.8933      28.648948     -1036.2443      43697.702    
    899000   2145.6688     -1065.6574      29.676392     -1035.981       17589.59     
    900000   1832.5036     -1064.256       25.345056     -1038.9109      24650.143    
    901000   2066.0313     -1063.1556      28.57494      -1034.5806      20919.966    
    902000   2079.8994     -1063.197       28.766747     -1034.4302      18440.161    
    903000   2036.4561     -1066.3738      28.165889     -1038.2079      12794.307    
    904000   1831.6614     -1058.1919      25.333408     -1032.8585      8204.4626    
    905000   1893.317      -1062.7716      26.186157     -1036.5854      16170.047    
    906000   2067.7098     -1065.6391      28.598154     -1037.041       28510.813    
    907000   2019.05       -1065.3933      27.925148     -1037.4682      33720.731    
    908000   1919.7305     -1063.4241      26.551477     -1036.8726      23648.629    
    909000   1874.7737     -1064.421       25.929686     -1038.4913      7617.8759    
    910000   2016.4753     -1061.3946      27.889538     -1033.5051      45751.59     
    911000   1867.8637     -1068.9849      25.834115     -1043.1507      11361.363    
    912000   1977.3529     -1062.5607      27.348443     -1035.2123      15798.807    
    913000   1679.0575     -1065.559       23.222769     -1042.3362      5280.1909    
    914000   2081.8182     -1066.5806      28.793285     -1037.7873     -4750.0694    
    915000   2403.2772     -1061.4488      33.239332     -1028.2094      42591.362    
    916000   2072.074      -1063.5495      28.658514     -1034.891       19450.948    
    917000   2217.2479     -1067.7853      30.666391     -1037.1189      24524.848    
    918000   1874.0467     -1064.0918      25.919632     -1038.1722      6910.8169    
    919000   1935.0285     -1064.106       26.76306      -1037.343       43566.25     
    920000   1657.8321     -1060.3185      22.929203     -1037.3893      50529.044    
    921000   1951.492      -1065.4201      26.990765     -1038.4294      19317.171    
    922000   2042.4901     -1063.6781      28.249345     -1035.4288      31313.863    
    923000   1796.8357     -1063.6907      24.851739     -1038.839      -3877.842     
    924000   2173.3469     -1066.0149      30.059203     -1035.9557      32643.118    
    925000   1874.1162     -1060.8526      25.920592     -1034.932       26635.942    
    926000   1718.1337     -1060.4676      23.763224     -1036.7044      69975.458    
    927000   1970.7739     -1063.5914      27.257449     -1036.3339      32241.2      
    928000   2146.3433     -1064.633       29.685721     -1034.9473      30988.914    
    929000   1915.1773     -1064.1267      26.488502     -1037.6382      13131.889    
    930000   2455.7608     -1060.953       33.965223     -1026.9878      42585.431    
    931000   1992.4347     -1064.1644      27.557037     -1036.6074      26776.382    
    932000   2092.3779     -1067.0963      28.939335     -1038.157       22124.875    
    933000   1978.1254     -1058.9744      27.359128     -1031.6153      52729.093    
    934000   2115.7496     -1066.7334      29.262584     -1037.4708      16034.081    
    935000   2148.2891     -1059.1196      29.712633     -1029.4069      35405.681    
    936000   2102.9432     -1064.7406      29.085462     -1035.6551      32101.609    
    937000   1891.1777     -1063.259       26.156567     -1037.1024      27224.395    
    938000   1756.1356     -1056.8996      24.288823     -1032.6108      53314.774    
    939000   2025.4575     -1063.3136      28.01377      -1035.2999      37708.487    
    940000   2141.4423     -1059.6467      29.617937     -1030.0288      61326.223    
    941000   1903.1866     -1064.4897      26.32266      -1038.167       18752.161    
    942000   1768.2487     -1064.7409      24.456356     -1040.2845      35081.683    
    943000   2214.6974     -1062.792       30.631116     -1032.1609      28991.744    
    944000   2064.3819     -1065.4312      28.552126     -1036.879       30201.292    
    945000   2005.1113     -1067.6357      27.732365     -1039.9034      15224.168    
    946000   1957.9961     -1062.6337      27.080722     -1035.553       57683.287    
    947000   2047.9182     -1065.2741      28.32442      -1036.9497      22120.655    
    948000   2262.4542     -1063.1403      31.291632     -1031.8487      22564.562    
    949000   1817.3725     -1062.8949      25.13578      -1037.7591      31562.465    
    950000   1948.1195     -1063.9462      26.94412      -1037.0021      17594.033    
    951000   1973.8965     -1062.2624      27.300637     -1034.9617      32296.512    
    952000   1915.8648     -1065.9881      26.49801      -1039.4901      7117.5467    
    953000   2102.8543     -1063.0991      29.084232     -1034.0149      25297.982    
    954000   1833.2716     -1063.4717      25.355679     -1038.116       21647.956    
    955000   1913.7547     -1066.4061      26.468827     -1039.9373      9394.1668    
    956000   1837.3659     -1061.0142      25.412306     -1035.6019      5099.4528    
    957000   2076.6722     -1064.4834      28.722112     -1035.7613      8081.082     
    958000   2193.4619     -1063.5471      30.337411     -1033.2097      18174.591    
    959000   2276.7347     -1070.8571      31.489143     -1039.368       7690.1461    
    960000   2133.408      -1064.4559      29.506815     -1034.949       20024.737    
    961000   1914.902      -1066.3547      26.484695     -1039.87        37809.118    
    962000   2208.8263     -1066.2488      30.549913     -1035.6989      26913.62     
    963000   2165.9364     -1062.7636      29.956711     -1032.8069      39473.755    
    964000   2238.0426     -1061.6319      30.954        -1030.6779      58243.605    
    965000   1850.0496     -1062.9297      25.587732     -1037.3419      39969.689    
    966000   1945.5538     -1064.4069      26.908634     -1037.4983      6952.5591    
    967000   2211.3371     -1058.1679      30.58464      -1027.5832      37771.434    
    968000   2240.1344     -1066.1822      30.982931     -1035.1992      17241.329    
    969000   1836.9896     -1066.5945      25.407102     -1041.1874      4686.7111    
    970000   1944.6959     -1064.8625      26.896769     -1037.9658      7628.6361    
    971000   1915.4822     -1060.0233      26.49272      -1033.5306      23239.982    
    972000   2058.8749     -1064.2802      28.475959     -1035.8043      22086.808    
    973000   2205.5975     -1061.9195      30.505257     -1031.4143      39806.287    
    974000   2133.041      -1063.0778      29.501739     -1033.5761      21757.133    
    975000   1963.4678     -1064.5572      27.156401     -1037.4008      16172.461    
    976000   2021.5733     -1061.7715      27.960048     -1033.8114      21604.719    
    977000   2175.2337     -1062.7731      30.0853       -1032.6878      30679.863    
    978000   2395.5893     -1061.4236      33.133002     -1028.2906      47362.552    
    979000   2163.6108     -1065.6542      29.924545     -1035.7296      22432.051    
    980000   2053.5327     -1064.1349      28.402074     -1035.7329      32087.282    
    981000   1904.8136     -1062.5484      26.345163     -1036.2032      27209.56     
    982000   1898.0977     -1062.253       26.252278     -1036.0007      37221.526    
    983000   2133.4664     -1065.2883      29.507623     -1035.7807      36700.823    
    984000   2064.2737     -1066.4208      28.55063      -1037.8701     -1491.6036    
    985000   2181.0461     -1061.0245      30.16569      -1030.8588      32383.856    
    986000   2093.9809     -1063.1758      28.961505     -1034.2143      23235.7      
    987000   2105.2502     -1059.6216      29.11737      -1030.5042      39994.385    
    988000   2014.5003     -1066.1798      27.862222     -1038.3175      46815.369    
    989000   1892.9566     -1059.7507      26.181172     -1033.5695     -3439.6561    
    990000   2118.881      -1063.4498      29.305895     -1034.1439      23790.062    
    991000   1734.4039     -1062.8842      23.988256     -1038.8959      36343.419    
    992000   2390.5383     -1060.8764      33.063142     -1027.8132      28539.915    
    993000   1988.6989     -1062.361       27.505367     -1034.8556      41845.685    
    994000   1973.0328     -1065.6978      27.288693     -1038.4091      8996.1308    
    995000   1975.0528     -1064.2253      27.31663      -1036.9087      27790.992    
    996000   2072.8549     -1061.9563      28.669315     -1033.287       20582.66     
    997000   1751.346      -1065.5515      24.222578     -1041.3289      13416.62     
    998000   2050.9118     -1060.434       28.365824     -1032.0682      41606.116    
    999000   2082.092      -1064.4896      28.797072     -1035.6926      53848.34     
   1000000   2010.2163     -1061.734       27.802971     -1033.9311      35721.806    
   1001000   1974.6053     -1064.5597      27.31044      -1037.2492      23706.292    
   1002000   1948.8071     -1061.0677      26.95363      -1034.1141      24787.538    
   1003000   1815.1145     -1060.1379      25.10455      -1035.0334      34725.392    
   1004000   2034.3159     -1062.5212      28.136289     -1034.3849      52784.354    
   1005000   2016.5449     -1063.8633      27.890501     -1035.9728      16774.7      
   1006000   1942.4497     -1061.4368      26.865702     -1034.5711      52026.885    
   1007000   2090.4215     -1062.4139      28.912277     -1033.5016      14550.372    
   1008000   1772.2072     -1062.3988      24.511107     -1037.8877      32404.967    
   1009000   2048.8351     -1063.065       28.337101     -1034.7279      11161.118    
   1010000   1961.8361     -1063.535       27.133833     -1036.4012      17439.407    
   1011000   1839.6481     -1064.3905      25.443871     -1038.9467      44191.81     
   1012000   1946.8511     -1059.9828      26.926578     -1033.0563      33615.684    
   1013000   2129.0696     -1062.9608      29.446812     -1033.514       33682.896    
   1014000   1696.946      -1066.4872      23.470181     -1043.017       10596.601    
   1015000   1924.4837     -1062.9936      26.617217     -1036.3763      20147.078    
   1016000   2144.0714     -1061.6069      29.654298     -1031.9526      55221.756    
   1017000   1802.0187     -1060.9573      24.923425     -1036.0339      41147.47     
   1018000   2363.0046     -1063.6153      32.682328     -1030.933       35463.228    
   1019000   2100.3689     -1065.1176      29.049857     -1036.0678      24175.283    
   1020000   2015.7047     -1064.2539      27.87888      -1036.3751      13807.504    
   1021000   2191.2871     -1062.7677      30.307332     -1032.4604      24333.819    
   1022000   2115.0312     -1065.3878      29.252648     -1036.1351      9189.0873    
   1023000   1746.6185     -1061.4205      24.157193     -1037.2633      43954.87     
   1024000   1989.5505     -1060.474       27.517145     -1032.9569      30870.249    
   1025000   2142.5788     -1068.2605      29.633654     -1038.6268      24073.333    
   1026000   1894.9588     -1065.4454      26.208864     -1039.2365      12523.539    
   1027000   1892.1972     -1063.4691      26.170668     -1037.2984      47376.326    
   1028000   1925.8149     -1065.7965      26.63563      -1039.1609      17300.325    
   1029000   2164.1999     -1061.6353      29.932693     -1031.7026      55594.801    
   1030000   2062.1235     -1065.9248      28.52089      -1037.4039      22011.154    
   1031000   1780.3273     -1063.7086      24.623415     -1039.0852      47343.119    
   1032000   1800.1583     -1062.1817      24.897693     -1037.284       18748.663    
   1033000   1830.9047     -1063.1923      25.322942     -1037.8694      37811.999    
   1034000   2015.4036     -1061.3692      27.874715     -1033.4944      52413.977    
   1035000   1901.0116     -1065.7468      26.292579     -1039.4542      15801.338    
   1036000   2381.9328     -1064.1051      32.944121     -1031.161       17728.454    
   1037000   1801.389      -1061.9903      24.914715     -1037.0756      29333.997    
   1038000   2229.5709     -1065.3842      30.836829     -1034.5473      25991.38     
   1039000   2022.3412     -1065.0874      27.970668     -1037.1168      6834.7903    
   1040000   2190.7778     -1062.4176      30.300287     -1032.1173      41543.327    
   1041000   1727.4203     -1065.9192      23.891666     -1042.0275      16823.052    
   1042000   1940.2934     -1064.891       26.835878     -1038.0552      28768.357    
   1043000   2218.3176     -1063.0804      30.681186     -1032.3992      27512.503    
   1044000   1989.1106     -1063.8531      27.511062     -1036.342       19019.667    
   1045000   2187.622      -1061.9721      30.256641     -1031.7155      40031.968    
   1046000   2043.3996     -1063.1422      28.261924     -1034.8803      24826.72     
   1047000   1838.2811     -1064.3225      25.424964     -1038.8975      37129.869    
   1048000   2060.3319     -1062.2985      28.496112     -1033.8023      36368.884    
   1049000   1750.6999     -1063.81        24.213643     -1039.5964      50464.844    
   1050000   2073.5982     -1063.2976      28.679595     -1034.618       17161.855    
   1051000   1785.5631     -1060.4014      24.69583      -1035.7056      52050.198    
   1052000   2256.4972     -1063.3905      31.209242     -1032.1813      10784.435    
   1053000   1942.2912     -1064.5358      26.86351      -1037.6723      19131.928    
   1054000   1851.2619     -1058.317       25.604499     -1032.7125      55449.33     
   1055000   2138.8888     -1062.3811      29.582619     -1032.7985      5445.3069    
   1056000   2183.2606     -1067.4996      30.196318     -1037.3033      4069.3072    
   1057000   1962.5016     -1063.2443      27.143037     -1036.1012      38425.752    
   1058000   1918.1447     -1063.8104      26.529544     -1037.2808      32114.825    
   1059000   2034.2014     -1063.5259      28.134705     -1035.3912      17144.65     
   1060000   1944.7767     -1061.9612      26.897886     -1035.0633      45413.587    
   1061000   2246.6862     -1061.9869      31.073547     -1030.9133      48749.374    
   1062000   1752.7409     -1062.7094      24.241871     -1038.4675      30044.348    
   1063000   1719.8123     -1066.1246      23.786441     -1042.3381      24889.245    
   1064000   2166.597      -1063.3447      29.965846     -1033.3789      32211.02     
   1065000   2335.646      -1063.6311      32.303935     -1031.3272      37325.236    
   1066000   1828.2371     -1063.0354      25.286046     -1037.7494      24083.868    
   1067000   2072.1624     -1064.4456      28.659738     -1035.7859      4829.6006    
   1068000   2033.2791     -1060.8722      28.121949     -1032.7502      28295.599    
   1069000   1928.9523     -1063.2012      26.679022     -1036.5222      45556.567    
   1070000   1822.9574     -1067.2225      25.213024     -1042.0095      25777.641    
   1071000   2053.9347     -1064.044       28.407633     -1035.6364      2836.9816    
   1072000   1985.9455     -1062.2599      27.467286     -1034.7926      9612.0311    
   1073000   1830.4761     -1062.5706      25.317013     -1037.2536      17984.618    
   1074000   2141.9874     -1063.3362      29.625476     -1033.7107      48709.831    
   1075000   2005.9748     -1062.3635      27.744308     -1034.6192      25040.062    
   1076000   1994.7623     -1063.175       27.589229     -1035.5857      17446.818    
   1077000   1920.4356     -1063.7912      26.561229     -1037.23        34873.188    
   1078000   2020.7254     -1060.9895      27.94832      -1033.0412      24297.309    
   1079000   1758.4869     -1063.8516      24.321343     -1039.5302      25810.434    
   1080000   1768.2987     -1058.0553      24.457049     -1033.5982      42863.474    
   1081000   1830.3554     -1061.4081      25.315344     -1036.0928      25718.551    
   1082000   1956.7266     -1062.9689      27.063163     -1035.9057      22543.372    
   1083000   2121.7647     -1066.4292      29.345778     -1037.0834      31932.391    
   1084000   2163.8141     -1062.8885      29.927358     -1032.9612      12002.657    
   1085000   1935.3637     -1063.7143      26.767697     -1036.9466      29014.186    
   1086000   1784.5922     -1067.9047      24.682401     -1043.2223     -7135.436     
   1087000   2156.2104     -1065.9711      29.822191     -1036.1489      23647.423    
   1088000   2191.9776     -1062.3668      30.316882     -1032.0499      20901.183    
   1089000   1882.524      -1065.6755      26.03688      -1039.6386      19783.979    
   1090000   2295.0251     -1065.7408      31.742115     -1033.9987      15915.705    
   1091000   2111.5228     -1066.664       29.204124     -1037.4599      20632.659    
   1092000   2166.4581     -1062.3479      29.963926     -1032.384       27697.722    
   1093000   1929.8948     -1064.3699      26.692058     -1037.6779      42551.32     
   1094000   1850.8648     -1065.9312      25.599007     -1040.3322      40893.793    
   1095000   1987.477      -1062.6477      27.488468     -1035.1593      21313.676    
   1096000   2099.3996     -1063.3575      29.03645      -1034.321       46261.329    
   1097000   1942.8828     -1057.6076      26.871693     -1030.736       30991.49     
   1098000   2253.8992     -1069.2845      31.17331      -1038.1112      10324.507    
   1099000   2041.5209     -1060.1214      28.235939     -1031.8854      35555.277    
   1100000   1917.0369     -1065.9814      26.514223     -1039.4672      16759.446    
   1101000   2028.4996     -1061.1931      28.055844     -1033.1373      57324.883    
   1102000   2084.0375     -1063.013       28.82398      -1034.1891      19912.024    
   1103000   2196.0776     -1057.9773      30.373588     -1027.6037      26445.132    
   1104000   1851.7786     -1063.8965      25.611645     -1038.2849      25620.033    
   1105000   2278.292      -1063.6943      31.510682     -1032.1836      54585.377    
   1106000   1904.8741     -1062.7226      26.346001     -1036.3766      23018.879    
   1107000   2070.306      -1061.1138      28.634061     -1032.4797      26166.013    
   1108000   1900.5748     -1063.2254      26.286537     -1036.9389      24163.723    
   1109000   1904.6231     -1062.7941      26.342529     -1036.4515      21416.62     
   1110000   1943.3161     -1060.7986      26.877686     -1033.9209      15805.665    
   1111000   1809.5935     -1059.5533      25.028189     -1034.5251      44878.38     
   1112000   1989.1348     -1063.4592      27.511397     -1035.9478      28825.656    
   1113000   1976.649      -1063.0442      27.338707     -1035.7055      28440.012    
   1114000   1990.1505     -1058.258       27.525445     -1030.7326      40824.341    
   1115000   1900.0057     -1064.2641      26.278666     -1037.9854      26031.948    
   1116000   1924.0447     -1060.3339      26.611145     -1033.7228      25806.274    
   1117000   1722.0771     -1061.9544      23.817765     -1038.1366      40165.443    
   1118000   2080.6106     -1063.3647      28.776583     -1034.5882      21698.377    
   1119000   1814.2598     -1065.8333      25.092729     -1040.7406      22941.283    
   1120000   2011.5183     -1061.736       27.820978     -1033.915       42841.13     
   1121000   2002.8736     -1064.2298      27.701415     -1036.5283     -5844.3305    
   1122000   1999.5394     -1065.0893      27.6553       -1037.434       13709.853    
   1123000   2120.25       -1062.324       29.324829     -1032.9991      30918.299    
   1124000   2163.1038     -1064.6543      29.917534     -1034.7368      35438.115    
   1125000   1741.7116     -1065.094       24.089327     -1041.0047      5231.6018    
   1126000   2327.0083     -1065.7324      32.184469     -1033.548       24788.58     
   1127000   1606.6997     -1067.0341      22.221999     -1044.8121      28297.088    
   1128000   1979.6152     -1062.2285      27.379732     -1034.8487      35050.095    
   1129000   1881.4143     -1066.0963      26.021532     -1040.0748      29050.838    
   1130000   2060.0009     -1062.7151      28.491534     -1034.2235      11705.83     
   1131000   2217.5984     -1060.2534      30.671239     -1029.5822      42477.941    
   1132000   1885.9135     -1064.4597      26.083759     -1038.3759      28196.097    
   1133000   2019.5363     -1060.9678      27.931874     -1033.0359      13198.078    
   1134000   2253.7723     -1065.531       31.171554     -1034.3595      14028.364    
   1135000   1904.4308     -1063.003       26.339869     -1036.6631      11713.563    
   1136000   2083.0124     -1061.4199      28.809803     -1032.6101      30003.001    
   1137000   1942.9703     -1064.2188      26.872902     -1037.3459      21298.547    
   1138000   1954.9911     -1060.8734      27.03916      -1033.8343      48479.559    
   1139000   1904.89       -1065.1355      26.34622      -1038.7893      50870.883    
   1140000   2102.57       -1063.7921      29.0803       -1034.7118      42248.391    
   1141000   1925.0441     -1068.4998      26.624968     -1041.8748      17283.714    
   1142000   2399.6973     -1066.4663      33.189819     -1033.2765      5649.414     
   1143000   2424.276      -1063.7867      33.529763     -1030.257       42950.297    
   1144000   1738.8847     -1056.2376      24.050228     -1032.1874      57242.801    
   1145000   1644.6511     -1065.5085      22.746899     -1042.7616     -8155.3973    
   1146000   2097.7234     -1061.6165      29.013267     -1032.6032      19204.299    
   1147000   2102.6906     -1066.3112      29.081967     -1037.2293      2916.9325    
   1148000   1915.8556     -1063.4848      26.497883     -1036.987       19235.778    
   1149000   2135.7889     -1062.3966      29.539745     -1032.8568      26374.629    
   1150000   1728.2137     -1064.1196      23.902639     -1040.217       27294.379    
   1151000   2073.6382     -1062.6248      28.680149     -1033.9446      32779.791    
   1152000   1945.1396     -1058.8818      26.902906     -1031.9789      35346.428    
   1153000   2013.7954     -1065.1065      27.852474     -1037.254       1552.523     
   1154000   1952.2293     -1065.1724      27.000962     -1038.1714      17985.235    
   1155000   2130.2314     -1062.4251      29.46288      -1032.9622      19637.238    
   1156000   1850.5341     -1058.9022      25.594433     -1033.3078      33966.821    
   1157000   2027.8412     -1066.0619      28.046738     -1038.0151      28371.33     
   1158000   1880.8674     -1067.2592      26.013967     -1041.2452      334.60399    
   1159000   1984.9413     -1061.9837      27.453397     -1034.5303      16389.785    
   1160000   1907.4287     -1066.53        26.381333     -1040.1487      3839.4195    
   1161000   1920.2826     -1061.2741      26.559113     -1034.715       38740.528    
   1162000   2356.8525     -1065.2525      32.597239     -1032.6553      30513.786    
   1163000   2017.424      -1059.2108      27.902659     -1031.3081      45172.642    
   1164000   1832.7213     -1062.3012      25.348067     -1036.9532      28190.354    
   1165000   2042.128      -1060.9576      28.244337     -1032.7132      49268.03     
   1166000   2055.0422     -1060.7952      28.42295      -1032.3722      37077.285    
   1167000   1985.1897     -1064.1431      27.456833     -1036.6863      9716.9804    
   1168000   1994.2281     -1064.9069      27.581841     -1037.325       11707.554    
   1169000   1788.0937     -1059.4786      24.73083      -1034.7478      31267.923    
   1170000   1966.5766     -1059.4059      27.199398     -1032.2065      32844.53     
   1171000   1976.9075     -1063.8649      27.342283     -1036.5226      9835.2559    
   1172000   2301.0948     -1060.553       31.826064     -1028.7269      42073.789    
   1173000   1774.6858     -1063.8254      24.545387     -1039.28        24403.062    
   1174000   1921.0196     -1061.4821      26.569306     -1034.9128      27854.591    
   1175000   1867.237      -1059.5533      25.825448     -1033.7278      24708.904    
   1176000   1820.9509     -1066.8204      25.185272     -1041.6351      3893.5123    
   1177000   2126.0371     -1063.6319      29.404869     -1034.2271      5642.2574    
   1178000   1687.3787     -1061.8749      23.337857     -1038.537       38970.018    
   1179000   2118.6304     -1065.5634      29.302428     -1036.2609      23804.823    
   1180000   2076.9921     -1062.0582      28.726537     -1033.3317      19252.352    
   1181000   1902.0639     -1065.2351      26.307133     -1038.928       14691.604    
   1182000   1916.7661     -1061.979       26.510477     -1035.4685      23802.087    
   1183000   2072.3241     -1067.0372      28.661974     -1038.3752      20044.073    
   1184000   1750.9603     -1065.5092      24.217244     -1041.2919      14626.671    
   1185000   1816.9603     -1057.3302      25.13008      -1032.2001      26966.485    
   1186000   1957.3601     -1068.7595      27.071926     -1041.6875      14811.262    
   1187000   2102.9464     -1063.5154      29.085506     -1034.4299      45878.572    
   1188000   2098.0343     -1063.6619      29.017567     -1034.6444      14407.424    
