2025-10-06 18:24:35.974 INFO: ===========VERIFYING SETTINGS===========
2025-10-06 18:24:35.977 INFO: MACE version: 0.3.14
2025-10-06 18:24:35.979 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 18:24:35.984 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-06 18:24:36.131 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-06 18:24:36.136 INFO: ===========LOADING INPUT DATA===========
2025-10-06 18:24:36.137 INFO: Using heads: ['Default']
2025-10-06 18:24:36.138 INFO: Using the key specifications to parse data:
2025-10-06 18:24:36.140 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-06 18:24:36.141 INFO: =============    Processing head Default     ===========
2025-10-06 18:24:36.422 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 18:24:36.426 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-06 18:24:36.517 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 18:24:36.519 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-06 18:24:37.133 INFO: Test set 1/1 [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 18:24:37.139 INFO: Total Test set [energy: 816, stress: 816, virials: 0, dipole components: 0, head: 816, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 816, charges: 0]
2025-10-06 18:24:37.141 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 816],
2025-10-06 18:24:37.149 INFO: Atomic Numbers used: [8, 72]
2025-10-06 18:24:37.150 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-06 18:24:37.151 INFO: Atomic Energies used (z: eV) for head Default: {8: -443.8224565134432, 72: -1529.4984727695407}
2025-10-06 18:24:37.153 INFO: Processing datasets for head 'Default'
2025-10-06 18:24:39.253 INFO: Combining 1 list datasets for head 'Default'
2025-10-06 18:24:39.807 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-06 18:24:39.809 INFO: Combined validation datasets for Default
2025-10-06 18:24:39.810 INFO: Head 'Default' training dataset size: 361
2025-10-06 18:24:39.812 INFO: Computing average number of neighbors
2025-10-06 18:24:40.000 INFO: Average number of neighbors: 52.15321958594304
2025-10-06 18:24:40.002 INFO: During training the following quantities will be reported: energy, forces
2025-10-06 18:24:40.003 INFO: ===========MODEL DETAILS===========
2025-10-06 18:24:40.172 INFO: Loading FOUNDATION model
2025-10-06 18:24:40.174 INFO: Using filtered elements: [8, 72]
2025-10-06 18:24:40.175 INFO: Model configuration extracted from foundation model
2025-10-06 18:24:40.177 INFO: Using weighted loss function for fine-tuning
2025-10-06 18:24:40.178 INFO: Message passing with hidden irreps 128x0e)
2025-10-06 18:24:40.178 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-06 18:24:40.180 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-06 18:24:40.181 INFO: Distance transform for radial basis functions: None
2025-10-06 18:24:41.330 INFO: Total number of parameters: 362138
2025-10-06 18:24:41.331 INFO: 
2025-10-06 18:24:41.332 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-06 18:24:41.334 INFO: Using ADAM as parameter optimizer
2025-10-06 18:24:41.335 INFO: Batch size: 14
2025-10-06 18:24:41.336 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-06 18:24:41.337 INFO: Number of gradient updates: 12892
2025-10-06 18:24:41.338 INFO: Learning rate: 0.01, weight decay: 0.0005
2025-10-06 18:24:41.339 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2025-10-06 18:24:41.340 INFO: Converting model to CUEQ for accelerated training
2025-10-06 18:24:41.429 INFO: Creating new model with cuequivariance settings
2025-10-06 18:24:41.787 INFO: Stage Two (after 375 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-06 18:24:41.848 INFO: Using Weights and Biases for logging
2025-10-06 18:24:45.408 INFO: Using gradient clipping with tolerance=10.000
2025-10-06 18:24:45.409 INFO: 
2025-10-06 18:24:45.410 INFO: ===========TRAINING===========
2025-10-06 18:24:45.412 INFO: Started training, reporting errors on validation set
2025-10-06 18:24:45.413 INFO: Loss metrics on validation set
2025-10-06 18:24:45.811 INFO: Initial: head: Default, loss=12.37370970, RMSE_E_per_atom= 7683.88 meV, RMSE_F=  802.74 meV / A
2025-10-06 18:24:48.359 INFO: Epoch 0: head: Default, loss=2.33877202, RMSE_E_per_atom= 1960.87 meV, RMSE_F=  442.53 meV / A
2025-10-06 18:24:50.865 INFO: Epoch 1: head: Default, loss=3.73351970, RMSE_E_per_atom= 1742.57 meV, RMSE_F=  586.94 meV / A
2025-10-06 18:24:53.376 INFO: Epoch 2: head: Default, loss=1.43606305, RMSE_E_per_atom= 1286.05 meV, RMSE_F=  355.13 meV / A
2025-10-06 18:24:55.985 INFO: Epoch 3: head: Default, loss=1.21268264, RMSE_E_per_atom=  928.73 meV, RMSE_F=  333.94 meV / A
2025-10-06 18:24:58.567 INFO: Epoch 4: head: Default, loss=1.07697140, RMSE_E_per_atom=  812.68 meV, RMSE_F=  316.31 meV / A
2025-10-06 18:25:01.159 INFO: Epoch 5: head: Default, loss=0.96093379, RMSE_E_per_atom=  638.36 meV, RMSE_F=  301.56 meV / A
2025-10-06 18:25:03.731 INFO: Epoch 6: head: Default, loss=0.88170953, RMSE_E_per_atom=  463.66 meV, RMSE_F=  291.35 meV / A
2025-10-06 18:25:06.313 INFO: Epoch 7: head: Default, loss=0.83297108, RMSE_E_per_atom=  356.92 meV, RMSE_F=  284.24 meV / A
2025-10-06 18:25:08.924 INFO: Epoch 8: head: Default, loss=0.81237535, RMSE_E_per_atom=  293.27 meV, RMSE_F=  281.66 meV / A
2025-10-06 18:25:11.526 INFO: Epoch 9: head: Default, loss=0.82160198, RMSE_E_per_atom=  306.42 meV, RMSE_F=  283.02 meV / A
2025-10-06 18:25:14.077 INFO: Epoch 10: head: Default, loss=0.80911748, RMSE_E_per_atom=  319.65 meV, RMSE_F=  280.61 meV / A
2025-10-06 18:25:16.566 INFO: Epoch 11: head: Default, loss=0.93042039, RMSE_E_per_atom=  339.27 meV, RMSE_F=  300.99 meV / A
2025-10-06 18:25:19.097 INFO: Epoch 12: head: Default, loss=0.80534220, RMSE_E_per_atom=  307.04 meV, RMSE_F=  280.00 meV / A
2025-10-06 18:25:21.688 INFO: Epoch 13: head: Default, loss=0.77354939, RMSE_E_per_atom=  268.20 meV, RMSE_F=  274.65 meV / A
2025-10-06 18:25:24.334 INFO: Epoch 14: head: Default, loss=0.75165325, RMSE_E_per_atom=  222.49 meV, RMSE_F=  271.08 meV / A
2025-10-06 18:25:26.958 INFO: Epoch 15: head: Default, loss=0.74064580, RMSE_E_per_atom=  213.90 meV, RMSE_F=  269.13 meV / A
2025-10-06 18:25:29.566 INFO: Epoch 16: head: Default, loss=0.72951119, RMSE_E_per_atom=  196.05 meV, RMSE_F=  267.26 meV / A
2025-10-06 18:25:32.173 INFO: Epoch 17: head: Default, loss=0.72380204, RMSE_E_per_atom=  182.03 meV, RMSE_F=  266.35 meV / A
2025-10-06 18:25:34.798 INFO: Epoch 18: head: Default, loss=0.71591310, RMSE_E_per_atom=  184.84 meV, RMSE_F=  264.85 meV / A
2025-10-06 18:25:37.372 INFO: Epoch 19: head: Default, loss=0.70172186, RMSE_E_per_atom=  167.66 meV, RMSE_F=  262.31 meV / A
2025-10-06 18:25:39.980 INFO: Epoch 20: head: Default, loss=0.69432043, RMSE_E_per_atom=  160.17 meV, RMSE_F=  261.01 meV / A
2025-10-06 18:25:42.454 INFO: Epoch 21: head: Default, loss=0.73487855, RMSE_E_per_atom=  192.81 meV, RMSE_F=  268.39 meV / A
2025-10-06 18:25:45.011 INFO: Epoch 22: head: Default, loss=0.70751573, RMSE_E_per_atom=  178.08 meV, RMSE_F=  263.39 meV / A
2025-10-06 18:25:47.612 INFO: Epoch 23: head: Default, loss=0.69389057, RMSE_E_per_atom=  165.14 meV, RMSE_F=  260.91 meV / A
2025-10-06 18:25:50.198 INFO: Epoch 24: head: Default, loss=0.68894820, RMSE_E_per_atom=  162.33 meV, RMSE_F=  259.99 meV / A
2025-10-06 18:25:52.808 INFO: Epoch 25: head: Default, loss=0.67837732, RMSE_E_per_atom=  147.95 meV, RMSE_F=  258.09 meV / A
2025-10-06 18:25:55.396 INFO: Epoch 26: head: Default, loss=0.67018139, RMSE_E_per_atom=  133.23 meV, RMSE_F=  256.56 meV / A
2025-10-06 18:25:57.956 INFO: Epoch 27: head: Default, loss=0.66668756, RMSE_E_per_atom=  128.95 meV, RMSE_F=  255.87 meV / A
2025-10-06 18:26:00.555 INFO: Epoch 28: head: Default, loss=0.66531145, RMSE_E_per_atom=  133.59 meV, RMSE_F=  255.55 meV / A
2025-10-06 18:26:03.171 INFO: Epoch 29: head: Default, loss=0.65966626, RMSE_E_per_atom=  128.37 meV, RMSE_F=  254.46 meV / A
2025-10-06 18:26:05.742 INFO: Epoch 30: head: Default, loss=0.65306856, RMSE_E_per_atom=  118.72 meV, RMSE_F=  253.22 meV / A
2025-10-06 18:26:08.219 INFO: Epoch 31: head: Default, loss=0.66384079, RMSE_E_per_atom=  122.49 meV, RMSE_F=  255.25 meV / A
2025-10-06 18:26:10.762 INFO: Epoch 32: head: Default, loss=0.65525579, RMSE_E_per_atom=  126.40 meV, RMSE_F=  253.59 meV / A
2025-10-06 18:26:13.327 INFO: Epoch 33: head: Default, loss=0.65287857, RMSE_E_per_atom=  134.38 meV, RMSE_F=  253.08 meV / A
2025-10-06 18:26:15.938 INFO: Epoch 34: head: Default, loss=0.64900451, RMSE_E_per_atom=  128.62 meV, RMSE_F=  252.37 meV / A
