step pe pxx pyy pzz pxy pxz pyz
1136 -934.7325542693412217 -25025.766392433502915 5461.7072814348484826 -24163.069834428573813 -4918.9662427123857924 779.84040165175247239 8496.0856468801666779
1137 -926.9636311471905401 12489.54053389139699 35845.67292591821024 16146.73113339656993 574.39219376322944299 -30381.14921440895705 11666.688242660882679
1138 -934.96091877068897702 1358.846478467444058 -7355.3550362001815301 -7192.1853385228041589 15912.896131467550731 10638.106502640021063 -31511.744433080042654
1139 -927.18713099508113373 27136.648678003679379 884.11408753635191715 13325.304823671196573 -2732.9132996672115041 16706.723242298845435 -1828.164772861995516
1140 -932.00646900172023379 8440.6160938272278145 3882.4151619542594744 17401.936841565493523 -10148.549769654631746 -21062.380499493803654 19108.548672148466721
1141 -925.17552943742487059 3662.6463220296686814 -21175.857724941281049 -22836.578290099481819 -3363.3318402503232392 -35101.791250747446611 -19455.745903908376931
1142 -927.85213161343062893 7690.1624383908456366 30378.892932582170033 -18970.367291988124634 -7039.3353121497038956 5097.3010539841779973 -27542.145042437503434
1143 -928.15724658263025049 -31301.216109395350941 27014.57913624784851 -14377.533335855365294 3342.1188915886236828 2210.3761258884433119 18860.190362140991056
1144 -929.00543259091944037 19812.886883411025337 -5756.8647368198226104 -16411.228665472357534 -3608.500418480866756 13241.327457553396016 -6148.3368851443447056
1145 -931.95880983744905279 -36781.851734482544998 15702.983335291430194 -13515.509359043577206 4111.0578627682425576 -2772.6785688817099071 16511.216624788434274
1146 -925.87440606115251285 24945.387174337593024 7301.0916236955872591 2148.7512677408471973 -56902.097861091358936 12248.644793253366515 -15623.379679126857809
1147 -929.41521303827448719 -2975.8688126684255622 -18577.280376863480342 -9948.0307302766468638 -18694.954018484117114 -24147.877014944348048 -4526.1868119342734644
1148 -927.68151601908311932 -47155.163750936269935 1033.6058861645888101 -3226.2065541921779186 24285.728147152633028 -8935.3839587712354842 3558.1010746041788479
1149 -925.82149878598659143 -18736.285283681459987 -7912.0778938888070115 4658.3075662278670279 3121.8392439220756387 -11970.701726723158572 10671.095359409486264
1150 -931.21777997375215818 -7041.695913298245614 -14072.285926888649556 -26655.707411358085665 7419.8720504909388183 496.37417027121222191 -22873.097136977252376
1151 -928.80402603553170593 12322.874171589024627 -26121.003681232465169 -26173.855818327694578 -1814.2094548857032805 1796.4189608957804012 -7382.6229898964484164
1152 -933.31609780493454309 13567.319532624227577 9099.0046251382209448 -17258.708819532810594 -13162.731224781640776 25956.651482157085411 4275.1989165210861756
1153 -927.14482175992816337 7356.1442315324229639 -8823.8646576551454928 -5604.0906109102861592 4607.8617705389506227 -5557.6066490324192273 -8501.9508517840495188
1154 -930.10917759494634538 -5574.9729599767342734 -8556.0832089768646256 -36109.225711458675505 -30245.53927843762358 11198.29189207960917 -9386.8714344091549719
1155 -927.06479116392210926 -15394.865090432289435 -5752.7179419461972429 5052.9209712118763491 -15767.418168625525141 -314.82818052762235084 -6663.8656713237369331
1156 -931.70636278671599939 3015.473537153995494 6288.0286821826284722 -4402.6043920653373789 34841.906567147416354 509.22717850896566461 2830.8602046218293253
1157 -925.54085682766981336 -26093.895323631928477 -10371.334850281207764 -33665.609356002074492 -786.3243048319694708 -10938.171226295173255 11182.952643062337302
1158 -927.23126166394831671 -4606.9042224932400131 21589.481940900011978 4879.1691283749360082 2828.581780654731574 -8040.1541227570196497 -28887.082011604710715
1159 -926.72880103658167172 9617.4933152893809165 7010.606094740485787 19233.41268180656698 -10493.100046026409473 5589.0037495911719816 4694.2244470519881361
1160 -933.09304550592935357 -20740.547005070413434 -36363.136293763491267 -25890.013745508149441 -29486.289771752086381 2920.6051096344103826 8655.0321423080440582
1161 -928.4740604284810388 -9944.8681059000209643 6731.2434381888497228 7583.7431847723109968 13843.042056619338837 -2223.5287086458470185 -797.05826939180121826
1162 -930.1144287017878014 -12351.168898709052883 -22809.817890309692302 -15729.468601811344342 530.82447104303935248 -13395.320472092676937 24525.879957504392223
1163 -925.42069453132830859 -3538.59374553893349 -17397.646390745616372 3874.2244363952295316 -11915.333517757499067 36182.358945159983705 25091.021740974229033
1164 -937.18037997278293005 -12655.376148201361502 -9829.2607453237142181 -35941.5550277956645 -15683.092662420413035 7794.5982309241671828 1924.9879889259650554
1165 -930.05339029149115504 -9398.5551433737200568 -27047.041599882395531 -34064.401791963842697 1409.8440901797584957 -29900.669518556682306 -3219.1421420435658547
1166 -934.41043293303198425 -14250.172563849630023 -43912.450231521434034 -27532.806900482122728 -3209.0989226126503127 14276.403480377952292 -1050.4204958664352034
1167 -923.3541051906975099 -36987.40966073776508 -32108.853708904174709 -18571.630212150157604 -27481.369175594030821 2137.2453775948101793 21717.619382280277932
1168 -933.31860935195027196 -27934.282156650911929 -20225.119007124456402 -19221.083959375340783 -3104.2918422922348327 4308.6730353333805397 -10215.584250695765149
1169 -933.73950646803405107 -40415.567301129500265 713.74801165679014048 -9127.9231737501213502 -6202.0630949730784778 18097.016085957675386 11412.473928511764825
1170 -932.56564587520119858 -40170.25772976691951 -43570.138177252716559 -21075.780674448786158 -4547.8407282912494338 15871.24796651390534 -1574.1767897044207984
1171 -932.06284725241187061 -65373.20425642580085 -38910.857847142724495 -44893.57585138847935 -10623.355029403719527 -7357.8989556729566175 17303.635576260945527
1172 -931.63222556969526522 -28433.264508783602651 -40822.424009081289114 -35110.003652512212284 -1797.6248015778608078 -7139.5529351045506701 -848.73745462190515809
1173 -934.13368094014344933 -18960.0490075616799 -43588.279631460944074 -34355.666578821081202 2768.5988528169027632 -7511.9739558218961974 -2640.7921813264483717
1174 -929.55095352769637884 -16567.288015045291104 -31032.924365097052942 10978.888088949068333 -6891.321110230001068 -9453.5184937330504908 4136.0554664773371769
1175 -931.11498068128184968 -50245.034175276123278 -48864.189580990692775 -8157.3073901789484808 1667.0167004828999779 -23483.019767945908825 16325.218260394460231
1176 -930.67906463945780615 -38304.275458117765083 -23033.699257183194277 -22502.488507429352467 -32281.540631004034367 12446.544739070101059 3973.1114142163337419
1177 -925.74702848748177075 -60055.211416399120935 -25888.328286954711075 -63028.325133668440685 11516.954010853614818 -18636.175812063029298 22819.685422154416301
1178 -933.03797332127851405 -34111.891726085726987 -6892.2940717657593268 -30490.787585891641356 -1672.9140252340457664 -14494.803524548062342 985.14621497325185828
1179 -927.13934869868830901 -34360.315857344248798 -31059.303401692417538 -55120.168189109019295 12993.380144938797457 22624.493606099706085 18469.60503719864937
1180 -931.09722736445905866 -45952.005985117961245 12079.793173369624128 -49735.372550881140342 -4714.5750614582584603 16237.843390652906237 15851.151395177012091
1181 -932.98325839683150207 -24706.609388061166101 -46397.515495467814617 -40417.708346851228271 -7946.7616803037180944 -1321.6948224834923167 -6088.9458474815946829
1182 -934.58725910387818203 -15873.912591045771478 -45951.608406373270554 -48515.15562546763249 5965.8652146301565153 -1747.4161641287939801 12786.835480157524216
1183 -932.83883048929874349 -57538.71975329198176 -73808.216977406089427 -73375.453377910293057 -3170.2959908087382246 -11110.848951763904552 656.71014544178785854
1184 -933.52789617509006348 -31714.312404434960627 -45110.620962323664571 7284.247292506109261 -23883.450464342011401 1535.61329656425346 -12154.321753884603822
1185 -932.83783735241217983 -30871.590986758608778 -18762.997199737041228 -22618.725592555500043 -18340.847759266649518 -12774.249322072408177 22984.304231284619163
1186 -929.48800624843374862 -25775.668573945047683 -38398.485084701773303 -46229.028877332100819 -12001.988892633888099 2387.1148956576398632 -9179.4756523591422592
1187 -932.26339619783675516 -37252.940501701530593 -43884.181390808698779 -75026.790734051028267 -19094.89795150423015 7230.2796454074250505 18037.290821522623446
1188 -933.0033542599521752 -38235.392333924850391 -26065.332729253419529 -6119.0243639174213968 33642.876169554176158 -12859.23786154949812 5039.5980105378139342
1189 -927.2738097760477558 -55606.109820884703367 -65537.613619503084919 -75916.24450921076641 -21663.633010023975658 -837.35561269341394564 -9837.2961609408284858
1190 -934.00192823001702891 -57421.81117107787577 -45758.425048545585014 -62154.097273124316416 -4415.7442369409682215 4179.674163654680342 8548.0812124517560733
1191 -932.13154524967569614 -74019.417425482781255 -66926.151527852882282 -31009.411581164924428 -5842.9705347583212642 -23844.689871151342231 17228.781572766412864
1192 -933.77614361966288925 -34425.183328520572104 -15331.496237883377034 -24472.071095201110438 11878.616985826203745 -10687.721630912950786 -8498.5023687069369771
1193 -929.77847121702438926 -53721.014462095110503 -29925.405373899338883 -37711.739113286377687 8961.1383848329642205 -8788.5931884993406129 6870.2363947712428853
1194 -929.8131938756901036 -59921.445823922920681 -46801.983646971355483 -43607.949527672157274 5511.724212127298415 -11326.742326423722261 -1969.8699789047323065
1195 -933.36579798560569543 -97177.001422098503099 -43772.582995711221884 -91602.129645067849196 -42161.220795068300504 9057.235688453867624 4178.8670669210314372
1196 -928.4989695441722688 -46826.26031591892388 -23953.130070280662039 -36451.444508335385763 -8634.2167614675927325 -35.59584324779908826 7418.7961339505709475
1197 -934.7633941627088916 -52030.595096708799247 -71247.748214120874763 -73522.492108654972981 14387.285559960748287 -2313.4458841329828829 17424.555363309485983
1198 -927.91205521069969109 -56443.8882445248164 -41736.131308866024483 -76159.151878221848165 11298.492902357595085 1582.9368437307862223 -25663.532234163121757
1199 -928.01970404755843447 -23471.380002915972 -46146.791733297715837 -38064.481284077744931 39783.170690505692619 -13765.520965049427105 422.3856198809653506
1200 -928.60380394888807132 4528.1423975871894072 14536.398414515493641 -37609.569322571915109 -9966.3622424853037955 38365.206609274973744 -1780.9576506652119861
1201 -934.96204495132019474 -47075.263861270788766 -58653.053306253554183 -13624.921240344663602 991.33434923469042133 -12265.804337652494723 -6933.4081135112992342
1202 -929.81420335872508076 -65214.078144371931558 -11686.062170721843358 -57935.883518393158738 4664.4050762638435117 1760.6237806175811329 -1179.4077170581126666
1203 -934.09425093364200166 -37734.85497535293689 -62043.324757183232578 -77856.786062703395146 2922.9817888822162786 -6943.5504316785172705 -6743.2436440178253179
1204 -924.36935445906544828 -42371.080239710121532 -15993.634589794193744 -61861.833518595296482 22289.542785904264747 14476.16334653397098 15443.192214246160802
1205 -936.32376176424565983 -52281.237292936675658 -77902.758817729059956 -88552.463545415535918 -4960.2493044695074786 -4424.5363755583339298 -11345.116908426864029
1206 -930.72473379352186384 -56832.984652086495771 -61074.276749221098726 -23348.005991410966089 17435.98119536768354 -11167.529267564174006 -6386.763288633819684
1207 -935.66788261342992428 -82819.482458910832065 -75201.523222688483656 -66053.178906140848994 -3538.2797981296916987 8741.3309745399456006 5397.9319849649973548
1208 -935.25664010961656913 -41331.006219867755135 -39677.751681019726675 -38425.871766030410072 -24409.759316668802057 -2732.4996648971577997 -4899.6084092162373054
1209 -932.07544395156696737 -13447.721375334329423 -36963.031010634716949 -43158.548325948489946 2892.1445227232179604 -19910.005165602666239 -30034.387625195329747
1210 -935.77551525284707168 -35682.029753081107629 -75797.50685108853213 -94250.539180512176245 1474.247838612885289 -15510.152875147783561 -25419.382840729464078
1211 -931.57408936406352495 -44801.712961020122748 -20446.59869521516157 -70884.082604726601858 -19735.418382226122048 -5362.63399557890898 -7512.25081757314274
1212 -927.90244805811107653 -40294.014595170105167 -69465.697563507521409 -71386.929378063417971 -687.73447744496513678 9235.3103521999928489 15346.218622961308938
1213 -932.58001188884702515 -59973.606462090283458 -72891.376964783878066 -39515.343738463467162 2849.1255962192963125 11784.025709113777339 8138.2832845058710518
1214 -933.72910702073772882 -34429.255456651000713 -87630.804624252545182 -48831.447232768157846 31946.283919970097486 -13744.390391766050016 10134.3127541739359
1215 -1060.4349018821858408 4104.4645383615716128 12292.577369084991005 -1978.4300345264148291 -4275.1486101139462335 -28122.108202605915722 -18515.605041238872218
1216 -1061.1630265977310046 -1535.3606432342594417 13943.3012011831579 3849.0696063770697037 6182.2264045518277271 -16303.854623707671635 -353.25875457785411982
1217 -1058.9433399211357028 -21995.206104974113259 19123.904447732893459 -20937.635915190759988 6836.6567438315287291 -18.623515313145205141 -4858.1360574018253828
1218 -1061.2839431830948342 23010.972469433869264 7842.4334178041208361 -27656.143928472225525 214.32200209384197365 18717.826311132073897 -9119.4668706160118745
1219 -1064.0796227388061652 -16865.712604013460805 -14653.056912858641226 -20235.565103545166494 -1429.2900746681636974 351.46324491928629641 10913.039933648871738
1220 -1055.8049450170910859 13216.821650347128525 -5966.4103543604105653 -23731.580004789957457 -9771.6263232833516668 -7581.7948062114246568 -14159.273700303987425
1221 -1059.302346274777392 -11056.930511549342555 428.01266312285275717 -8233.8574487673158728 -8761.0856571567746869 24498.024336873608263 19776.829377813730389
1222 -1057.8862551955942308 -3092.1644960349985922 3633.0790723769655415 -30034.983725616199081 -2365.7021104393211317 -7032.2930249054297747 1291.9893694190513997
1223 -1059.7105975699421379 19555.29676301841755 -7910.8889553923863787 -25608.7223447038632 8684.2090231258898712 -8477.1609356123772159 6721.8293789636563815
1224 -1058.6529175090231547 21766.948639663958602 -19931.752726638860622 -22653.773275740601093 -13841.323587470455095 709.72182034444551846 -3331.8688514573163957
1225 -1059.4861535663471841 -6530.7801282124028148 10963.712105339409391 -18755.36058358732771 -2815.3016230953817285 10714.885545200122579 17178.65928404792794
1226 -1056.7504945181667608 -30134.702265042789804 -7485.4585894274632665 -34279.073522592734662 -10573.329878084208758 -20661.072266969058546 3662.8527759028083892
1227 -1059.2540787792070205 13368.964214703379184 -11442.063392376381671 29253.841290091466362 3231.5855027502166195 -1779.1196265888479502 -2227.0609100457927525
1228 -1053.7036669885906122 -1583.4744189831394579 10906.572787084858646 19037.661160874806228 11178.560110031206932 34137.390178877780272 15056.325237442741127
1229 -1057.4778911123219132 -4160.3948923897723944 1307.2629148831745169 -2405.0014453917046922 -85.563088142316573226 -1401.151876196590365 338.57033951505837877
1230 -1057.9181690592636187 -10578.658024203970854 -5489.4042782283759152 -22333.536848461215413 527.44792107249656965 -4162.8133432307522526 19937.714311461168109
1231 -1060.9504171792050329 -13358.10354634034411 -4345.8128466943890089 10492.501158865405159 1343.4534847909637847 1918.3104907960143919 12042.782842546035681
1232 -1059.9096518484452645 12805.036201647140842 -7975.3130880864100618 4496.2453940720242827 244.41656888665326619 1965.3669184593213686 22789.003438442436163
1233 -1054.9178510559654569 -9020.3012170167185104 -19064.56832229300926 -17473.27583434868211 8871.0570138003895408 10482.126303685414314 -10151.07629360595638
1234 -1055.7794693078953969 -9014.8857228033994033 16944.922196737217746 1194.3470936169178458 -3557.2513367227065828 -4107.3558736217437399 -7370.2127944104149719
1235 -1054.1073729593083499 -27794.835300240138167 28891.708904550057923 -47950.930562679706782 16089.577073071588529 -25974.41256967260415 -5500.804778382913355
1236 -1055.1176361808470574 -18204.131181117365486 -32654.845548313689505 -35173.041493155156786 6045.1324791913684749 2194.7249202174143647 -6754.7622959119007646
1237 -1051.2190909069838654 -25219.263813603993185 -20064.01922147649384 -23451.381130124824267 -2848.7394898221705262 20200.601584800351702 16552.949295864440501
1238 -1058.1997176828181182 -21116.519121322009596 -29524.625364547657227 -52666.003642665345978 4173.4505865714281754 17088.896207751284237 -1880.6789880640574211
1239 -1054.6944463061161059 12780.094726244517005 -15751.285212317776313 -19382.758575690619182 8126.3151917347731796 -13816.339963451109725 -30225.486554653794883
1240 -1050.7899556230270264 -1390.6425548482177419 -24908.589519384539017 -10236.648289721380934 1848.0510912300899236 16714.887769069977367 2462.5657925809555309
1241 -1047.6687722288622808 8523.7035622151033749 -17738.717935816192039 -61262.092232281676843 1531.3032455942707202 18318.458024125447992 -8947.4711340052017476
1242 -1053.7469185121944975 -21335.320850416232133 -35054.039012046720018 -30739.199004808157042 -14155.786883755803501 -14646.63819987333045 -16194.907645678806148
1243 -1053.1024694686757357 -41827.373953442554921 -35898.120585182317882 -50227.974255944325705 6998.4943059362703934 -408.72199034594319755 12569.584032336113523
1244 -1054.0194427881679076 -25626.549432604140748 -41800.751393961181748 -57652.765722643955087 -788.13712872487144523 210.32290494363701328 -1553.8861989321339934
1245 -1053.0325600136163757 -60561.713084417780919 -51677.304764194013842 -87739.93512917116459 -2098.5735537386367469 6783.3400064194220249 4195.2840760082772249
1246 -1053.4184113763594723 -39821.232928846300638 -40365.231343882944202 -33272.225905623825383 1933.2989143495728968 1034.2468408362956325 -5206.6575792079565872
1247 -1046.2759953392599073 -53624.672168354605674 -31452.404033691404038 -52183.437820002982335 -5771.3015597005869495 -5571.7256619075496928 -6.3400743461740756146
1248 -1050.2032691887663987 -57177.840208967485523 -52201.229286160494667 -58439.515701954900578 -17532.381989043780777 5233.1560218898475796 19907.427789355941059
1249 -1038.8640758753199407 26651.190190511679248 -23816.476632819689257 -58141.543648700870108 -9333.0940456323205581 10416.844981516100233 809.73665479419082658
1250 -1048.2881812417272158 3774.4494621087260384 -29500.658631181322562 -31728.661424780933885 90.426043839841938166 -12321.68866069510841 1311.8927741412353498
1251 -1047.5175454543903015 -21398.384283681043598 -10313.969972510267326 -45757.881815187443863 4018.9049490129859805 -15096.335947422989193 3105.3470938033951825
1252 -1042.5508131766589486 747.37452635484373786 -9785.6472331082222809 -90198.724940464220708 -4681.0645161856200502 6758.5443014332613529 -5154.5084608583647423
1253 -1041.8879396008951517 26371.524017216339416 -30151.325510527742153 -42119.782645516672346 5107.0362894273348502 8541.9150560906673491 -10731.024436468491331
1254 -1044.26603266240636 -20053.371318907127716 -20605.739776851911301 -80356.162991772202076 12487.714415642614767 -23311.402408217061748 -12560.147014455185854
1255 -1047.8960528167560824 -39874.467371977167204 -3008.0591479058498408 -61910.984505891537992 17051.708081435619533 -23302.687371035812248 3250.0613058999847453
1256 -1049.9375385098294373 -2969.7860201097410027 -39912.326028582516301 -37193.763353076421481 1446.8585995170744809 -3901.8601448335539317 2015.8963883676999558
1257 -1044.3450073581091146 -34877.441729861988279 -44520.485742846634821 -49745.855921248374216 1356.3759652610688136 5018.9263128342217897 37462.153968015489227
1258 -1044.0690440185385341 -14829.645782635447176 -12646.634563564526616 -65521.963011124287732 -9937.6256006770727254 -3758.7953650605891198 21751.805424113223125
1259 -1044.9958991410946965 -14433.057520581700373 -27149.176881286286516 -75265.641876267487532 -9590.2525667642112239 3425.2874461378905835 -12732.023896018086816
1260 -1051.2342869603803592 -2011.2490297133172135 -46606.027630652795779 -29911.118195595016005 12187.964715875978072 -4597.3196608832286074 -13015.804209171401453
1261 -1042.0525258543204927 -38131.68282287522743 -10612.480342187116548 -83828.017354984083795 13505.194198328625134 15388.868656903187002 14713.708189933719041
1262 -1048.2778150618216841 -54542.638217906234786 -21827.314966871275828 -4038.4123814901467995 12996.906093013894861 13988.13851718058504 14525.382897000245066
1263 -1042.338364710550195 -51420.335048369779543 -21177.041508149573929 -71572.389358778178575 12429.456856632215931 -5131.1456484234258824 28471.698005103451578
1264 -1040.6070300462474734 -14010.016390452259657 -27820.321557960109203 -68703.742921909768484 3357.6911187635701026 -3872.1388995596098539 4356.5386667210614178
1265 -1047.2201171169574536 -21462.305312156411674 -9637.645721561553728 -46115.80150496080023 -5193.6300005661823889 -4359.9403492037399701 17482.533279786508501
1266 -1045.7237352528716201 -5653.3787738540540886 -25398.436056384616677 -79329.376830301349401 12291.208143951656893 14483.737062658012292 13637.431280247257746
1267 -1041.5214591296160052 -33252.832497815645183 -25974.473741804849851 -52495.644369972025743 9309.0441238180683285 13765.377764750583083 -5340.9033326035741993
1268 -1033.8217459982074615 47117.64452607108251 3158.7603010683592402 -22495.289000038130325 -5221.4387380766193019 10586.861916412834034 -10179.008233409636887
1269 -1048.5451400881245263 -40286.445633803334204 -15813.236081355345959 -37156.764495727446047 -7960.0749067910428494 -4140.9082999098236542 29730.740077741938876
1270 -1040.9914059841983089 993.36726199087263467 -3802.2398329101629315 -48711.580391901457915 -25094.747188121971703 30129.70851249520274 -19388.701268226413958
1271 -1036.0713645949435886 2180.6591688567746132 21542.214270408567245 -57361.471383457741467 20175.469732324083452 -8118.3977183409069767 -18007.772333730299579
1272 -1046.8189391165656161 30228.622704722041817 28210.435721411733539 -46741.906452562645427 11736.39687759924891 10821.658267601336775 3058.1923986404626703
1273 -1038.0313914861969806 -21433.97799987509643 4909.3814900194447546 -29226.260151871560083 11649.573460728994178 7696.1033670556998914 -17432.472172296573262
1274 -1048.365652737428718 -34047.258327324743732 -31969.209998434700537 -79715.801532155383029 22315.498529431766656 28752.9779854606968 -21245.369645389280777
1275 -1036.2092874359534562 -15326.074521378937789 -9470.1472962201951304 -30796.320864531397092 3728.2545348922062658 433.06232323514444715 33917.209758791454078
1276 -1040.4631590455708192 30832.34605685038332 -6675.4020720662110762 -25384.966557467934763 6812.973618572167652 7516.2218988892400375 26341.001480539300246
1277 -1038.6896781888394798 -9025.0295967335805472 14274.158067945429138 -30340.329253836356656 3839.5672698708353892 -5046.4036336000663141 9435.5692864040720451
1278 -1042.0315376478440612 -10674.15039251847702 -3580.5012678852667705 -17689.40322046125948 -4559.426578842068011 -8031.556535168645496 9302.3283808863725426
1279 -1046.4530593067709106 44500.091018456005258 -2481.540846176049854 -43695.957219754505786 3001.2292674711079599 -11018.118373032484669 -5901.9311010247802187
1280 -1038.0335604118033643 17949.247035442080232 30541.865074412649847 -44517.078487648032024 9397.7395178590595606 -16487.517163701399113 15423.328767957424134
1281 -1039.5809697258537199 -41877.538494087631989 -16067.327621755972359 -39559.090336133493111 -15747.849987878420507 6941.4246456217451851 -13066.482844486432441
1282 -1044.7593298298861555 8911.8074492336745607 15708.899306491864991 -20351.498237591822544 -15577.698273259167763 18210.615772214077879 -16529.413081210044766
1283 -1034.9405081073628025 -13358.896770249421024 -2906.5135792914416015 -38872.03192485364707 24814.572329183141846 -7183.2662285853111825 8742.73985589464246
1284 -1040.73474380049106 -24229.609778623198508 -4706.3375378207929316 -83285.356849002157105 2886.3537348220711465 -29638.258799565450317 -11427.282203424738327
1285 -926.25091484501490413 14103.507365116820438 7906.8739423859324233 42293.026929363317322 -6401.1134936944181391 -35411.504461004456971 -8056.6204158404989357
1286 -928.28610238790565745 12223.895781087976502 29989.216837988500629 -1243.9953718097522142 2858.7047280885362852 23053.593842407732154 -1530.4472889896289871
1287 -926.39461673133223485 -46330.5120765928732 -11521.146940807278952 -28990.317366921943176 -2377.9715628531039329 -16461.416054382483708 17551.578832636780135
1288 -922.81165229260841443 19805.174282358271739 38819.551390977263509 -674.26458804318610873 -11803.962680830272802 -4493.4085596475388229 -8828.6816459898309404
1289 -922.10891587286539561 32671.821405992606742 34626.252895444886235 32503.735538372198789 -11139.279391473590294 -1139.3990414527759185 -40736.31079858927842
1290 -925.03299792263555901 7296.7919418325982406 52189.202951148348802 25026.079807748948951 14637.343506441318823 27751.869145167216629 2092.9013945318029073
1291 -929.8060259878824354 -225.50805069569730676 12652.950401064814287 27870.836993195680407 -2169.6202619598570891 2533.3126508060486231 4878.992475113997898
1292 -932.98505788188390397 11245.770701034569356 10504.299103668812677 -16419.262481510486396 6073.1950623394404829 -15202.641456779894725 3735.713116612218073
1293 -931.08588444252598038 -0.11970732863484179198 -22544.328899620861193 -17577.978187552678719 -4120.1453509382745324 14634.004662962850489 -952.98405445639843947
1294 -919.99702114256137975 70325.281721751583973 37816.659273112469236 30070.856858204057062 9411.7195794512190332 11131.109029456718417 293.5695268484687972
1295 -924.04472732861120221 -3617.8189058895891321 -7534.4878379779056559 -15139.271631015484672 11601.63492569423579 13937.27242886645945 35802.580859689187491
1296 -928.99554922923482536 -11153.653607892780201 21278.757729931548965 14674.626431409298675 7624.6683824950005146 -3391.0803893615693596 -3438.6599999890918298
1297 -927.93198917908603107 -19429.473549899888894 -30026.077059622326487 -2591.9830291952034713 -8191.3148298451060327 5849.5368938541869284 -16082.131160600303701
1298 -933.13726642776919107 -21089.409615031738213 10107.868438161935046 21347.404020312213106 -4500.6611922182300987 -32670.433403856106452 3036.0184953843699986
1299 -923.41661083054395931 64056.802979358566517 18142.292857369993726 33329.9503825353313 -13270.273844074621593 -11524.066884649990243 -5271.3272460514399427
1300 -926.96064758884517687 -52446.74439600110054 -63039.55462202426861 -2938.8679547756501051 13979.75422761918162 -12911.523386744021991 3729.6204315680056425
1301 -934.11326414214352098 -87649.945170222985325 -84208.418353417699109 -68968.392345900661894 -342.57156223382304461 8108.7977301048149457 -8584.426458271982483
1302 -927.6191290977430981 -91120.723701452938258 -50955.391561615593673 -84221.214392602647422 3699.602860912198139 -10064.914621917887416 -13752.535158857404895
1303 -933.74289398816142693 -73842.812538554702769 -54027.135885598268942 -103565.3573972278682 15790.446742810543583 7551.1825822761284144 17249.347708904777392
1304 -934.3828500716177814 -91027.570133608969627 -48922.118290834710933 -84836.509633190507884 1429.3707997311412328 826.62895352444388664 908.52041221799834148
1305 -930.8234538833651186 -68672.747011579631362 -79210.008815279536066 -63646.207315725958324 -8721.8819505968149315 -16272.696756385261324 20261.375246464576776
1306 -932.50602127531885799 -94270.618194267794024 -89633.788042257307097 -87099.98999782379542 7989.3267872344840725 -655.04562929446399266 -18875.443279904578958
1307 -935.06303383731665235 -93289.858755659603048 -88621.373169905418763 -55583.764857804519124 22239.024691773505765 -5901.514680726525512 -12671.400415680112928
1308 -928.92067543559994647 -73335.303165095989243 -53388.287628200880135 -47873.236270938898087 15450.282605936869004 -9276.2235471402636904 24156.304990242515487
1309 -930.47406561932768909 -102016.82199410347675 -53135.839651471818797 -60130.346961631861632 6003.6169394025919246 -5808.1736387160317463 -5722.7596853017830654
1310 -933.61421676894588018 -89284.070998600058374 -79578.646721893237554 -123522.46108398599608 -23158.698107320611598 -13591.606367630136447 -3779.8340333530836688
1311 -932.1987260022862074 -73015.042732285393868 -95139.225009652393055 -39142.337236655832385 8002.3439875416861469 -11587.798064346095998 -16682.000883228101884
1312 -929.15036795732748942 -90422.900218183815014 -107745.4779570454557 -31429.22430644839551 -2152.1569194249714201 3322.4616034271675744 -7063.0640557665419692
1313 -929.25100993691035001 -97063.455252357714926 -67302.635595314990496 -85998.283039392204955 18571.616401365394267 -1372.3809900640751493 2494.7595148223040269
1314 -926.63786599261732135 -93262.026512521784753 -66085.402992108676699 -101043.33032333731535 7585.0642055079360944 -3323.7631584950559045 33700.521294566438883
1315 -932.14052958325464715 -55112.567882111186918 -103715.91937590787711 -96824.682546176947653 210.84191345611301927 5402.1155736813652766 1911.2285331669534116
1316 -926.86408282192110164 -72582.453636854334036 -79285.739507462843903 -79964.027995953176287 -7086.8553679022406868 8465.0457560791546712 -103.59955406060106498
1317 -919.48240250941967133 12943.469648211093954 8704.5560503017513838 418.21292536347289115 -6025.1138295599776029 3086.6432386463966395 19816.956402085997979
1318 -929.81393148803374515 10245.559018531112088 -1022.7280663884363321 -8313.4362968703080696 -2660.0778490264215179 15391.151084691024153 -18398.438397042747965
1319 -929.1585969836401091 1569.8339592252939383 -16720.301586115852842 -18573.043644909321301 -1409.4058188181936657 -27454.807314884517837 -14550.145869928857792
1320 -924.62505073203465145 -28223.488524879387114 11369.715845774302579 -30457.700580101722153 2326.1142891627946483 -4006.6987158051715596 12660.046040452363741
1321 -921.83634915639277096 22655.242063017885812 6401.5847712264276197 14052.46576441423349 -4819.7502226001824965 14277.148277762089492 -1776.1265469252186904
1322 -929.49029758748713448 35183.09437948307459 56243.388376404691371 -2828.0245571558580195 17262.355785714091326 -155.43567470613888304 -12487.052428442992095
1323 -928.53690180611874894 23143.402111328385217 16251.646109393708684 22560.754118906519579 357.18743782159492639 -1400.5550633561188079 22018.53256396775032
1324 -926.92562478683760219 3055.3060756477434552 24060.881407498021872 -4355.5901002675573181 12252.46649817526486 -24895.44983138329917 -6240.6809299691321939
1325 -930.15010717916584326 -1196.8520254505665434 -23290.971458659038035 -34898.276955620342051 -12113.690601419890299 -20502.676134543435182 -6844.2231777326987867
1326 -925.14723779920802826 1051.4787712241607096 738.4483751362233761 722.2114338600534893 -29633.136141396746098 -2806.7265084611167367 24523.42878443011432
