step pe pxx pyy pzz pxy pxz pyz
491 -1058.9020703510686872 1259.5252126524551386 -6551.1837980271266133 -13730.667671645978771 4302.0447783108784279 2659.9740481949961577 4365.2023749893487548
492 -1061.0935770208100166 -17924.660705541020434 5408.7554517727239727 -15791.543360489555198 2943.2655558160367946 29965.117014073082828 -5208.8398636708161575
493 -1064.1764793976205965 27776.152110173537949 -12508.721475582377025 2591.4146520289946238 1207.2024273603506117 35280.741905678580224 6572.9218020848966262
494 -1062.650809840619786 44618.536298342020018 -5249.1249198648920355 7786.3820112719531608 9725.9978690731950337 -190.26814926553268492 9034.5876575174770551
495 -1064.8970233132240537 -3473.1282978099011416 7664.3446703373610944 -19343.567947399678815 -5108.1529348914937145 15845.436163964914158 -16748.691823960576585
496 -1059.8386400155861793 16653.882905933987786 -11013.103160629136255 -3053.7849740198948894 7857.6622658532542118 -11153.786726892569277 -6313.9921327798583661
497 -1061.2331636787107527 -7937.8365134412124462 -7632.7099539882428871 -10146.476953656016121 5607.1078974452530019 -13018.105568998818853 -2087.4773352650399829
498 -1062.2659352838861651 -15801.71582432494688 17149.769794615614956 13713.839628200972584 -4267.8696613332149354 -16877.159339008954703 13690.768095481897035
499 -1062.6587497423472541 -16505.933746759463247 11331.476887690330841 17193.551391894150584 -4896.4001055500802977 -14721.392582913817023 16815.879587641182297
500 -1063.8879288430493943 -5804.3208908240958408 11376.817591203591292 -2204.8109358257029271 10537.903017873424687 -2987.1490677380788838 15807.159589687362313
501 -1065.1433064053574071 -22217.637313494429691 17596.846437349555345 -4727.5243078206267455 5550.4983995442889864 18457.297516774251562 2068.7654881580479014
502 -1065.9865499160193849 -8414.870733060168277 -5858.4450159182442803 231.63361531585380249 -1702.4425435378971088 15052.047576631517586 -4211.8830981844139387
503 -1060.1652326197613547 -15700.627935208005511 -7102.268460827825038 -9001.6578377740279393 -6519.780565686155569 -3898.4524480300610776 17979.453881089830247
504 -1062.3800478570401538 27117.594390627640678 -11169.772857908854348 9730.7669410214548407 5591.2098242919064432 7965.9975206200833782 -11325.258164217415469
505 -1063.9358623680454912 10057.941007379147777 -6489.0570470522407049 143.03612734469447787 8635.2821911279497726 -945.63221295923415255 2318.64786850463679
506 -1063.4011643962423932 -12393.451337033400705 -1918.8071349666047354 13987.443872960837325 -1774.0068419476187955 6479.2664633523590965 3833.0100656024255841
507 -1064.344324077917463 -29230.408277990707575 1222.2660454487800052 -9448.5878097251188592 4941.866699435895498 7281.1054980736362268 1407.1040454555829911
508 -1062.7051235723374703 -22516.923689651728637 17460.392666793959506 -7055.8628746257754756 3372.2499731122693447 8598.8229982029406528 32535.525810579772951
509 -1062.4234636821734057 5367.4591192298876194 4460.1593289040774835 17004.589365813280892 -7039.2977117134432774 6157.165962815628518 -4245.7962808697811852
510 -1061.5542363881904748 -24782.196330024573399 -21304.689342193534685 -32908.109984394839557 -6141.4873802437778068 -6897.1516461714772959 1303.7521060537412723
511 -1061.9081759894665993 -41744.478874845524842 10504.463309842518356 -43929.960437521913263 -8914.3163316914360621 6720.3706105524079248 2965.6401257812281074
512 -1064.8009810692863084 1031.6971262073495836 -28235.199625215434935 -28771.410816852370772 -2974.2600129509460203 -1767.9567460478447174 3032.9020718836090964
513 -1067.4162215931321498 6814.2004848322576436 -32485.177729034254298 -25179.905326914376928 7708.8894789355144894 -7595.5351289467644165 3010.7475523945086024
514 -1064.7115008842690713 -16447.349554758842714 139.79469335795317875 -6061.6950806816421391 -1480.2549173318930116 3186.7127903183850322 3660.7091175441601081
515 -1062.9229560097846843 6322.9510312241436623 -11414.517241789901163 -15506.0009365934784 -7557.3694988986499084 -1339.4605882870491769 -12317.101898270824677
516 -1063.4828088058766298 11134.677113075145826 4773.9918126629199833 7529.1192607448656418 -2754.0755600157531262 6695.9736338686552699 99.706623499291879398
517 -1064.0832444190709793 5392.1028341630535579 8481.8353837769627717 14888.928874423721936 -2975.8075300868349586 5384.0778469474244048 1571.0396080650409658
518 -1063.8708879835442076 -18263.183693496492197 -22217.424077662199124 -22448.141746922268794 1822.4685004647067217 -4930.6508441891046459 4667.8138283487569424
519 -1061.402784431300006 6235.8185484887253551 -22705.834650305045216 -17992.435744664606318 2751.1606572409873479 6604.0084372971305129 -619.5340221577249622
520 -1060.8714122887670328 2601.1532567306608144 -5759.2041134061691992 -174.93771302077209384 3708.2305458699001974 -6578.4330978776615666 -3375.9034328467223531
521 -1063.8972935688395864 8296.5396518337420275 6436.1646177819293371 -18314.194298842103308 -954.59139794928660194 6493.5085787931893719 9253.2735538604756584
522 -1067.116300591972049 -12961.061815683800887 10520.468120286110207 -18375.431715633465501 -9034.8602323382510804 3212.8937449243030642 12706.376597654638317
523 -1062.0636834124147754 35988.943766612217587 -8152.9946277759081568 19264.528612065143534 4445.4195917836159424 13109.051881966675865 -9890.6577987201017095
524 -1063.2734274253969033 -243.0218076975068584 24013.614099332018668 -13448.111313365146998 -13312.018202595934781 -15989.60046549400613 16031.131733447726219
525 -1061.9979758329266133 3532.2920048018977468 3050.9199479296321442 -8978.23601909046738 -1370.0685902549248567 13386.062815546014463 11494.164636508810872
526 -1064.0934537855919189 1312.2037431552564613 12036.444583667125698 -1243.0480232570591852 -8585.9526664784843888 -4568.9487804270756897 -890.65843513940046705
527 -1063.8450636360585122 22964.182476832887914 -9530.5672481429301115 12668.090158045399221 -1303.9171172953124369 9506.8559579268166999 -1182.4060105081921392
528 -1064.3569205688963848 -18245.259643526173022 -23251.425484861942095 -41390.458336793577473 -1039.3935684465989198 -606.47925083805012036 7822.2809332751130569
529 -1060.6894614627835836 -585.60089317753238447 31784.499562793786026 -7933.4609571995970327 875.07102816559006442 -2226.2223569520156161 -12590.637627629957933
530 -1059.914370125610958 9782.0101128341048025 1575.4380972084222776 -40101.714948546323285 3673.2655901513062418 1109.5995081772227877 8619.1691365624865284
531 -1060.3008721471601348 13772.902990174114166 -2821.10916407574814 -45318.3227527697818 -889.74038890724762041 -7768.4037440757501827 -14408.821284613281023
532 -1061.4356098454136372 41437.604384445345204 14424.765296910818506 18019.154192506644904 -1639.0265381699241516 -60.527295806536542955 179.57450589394733242
533 -1058.9388044282436567 31020.676079608259897 12085.412246519854307 2035.9196677387737964 3387.8553790093269527 -7928.1491902634797952 -5105.8127246550675409
534 -1061.812813668181434 7785.575611213054799 -3107.2374939688802442 -27060.997550742580643 4690.1720146161351295 -3499.9944508607454736 -16844.235363203239103
535 -1065.8175786722958946 -22981.933517385550658 680.29027408121442022 -28507.027873293995071 6267.1978946839844866 2114.6839752002620116 -13099.710104706562561
536 -1062.1406309207552567 -9449.9401068474726344 -11829.558479874958721 -49110.005837447788508 -8857.1216001693355793 7318.8438429676725718 -2546.0670111651638763
537 -1060.0518608950358157 23523.810659053429845 6399.337213038257687 -11186.663031391868572 479.37629207515431062 8615.6541379617210623 2229.8850062532574157
538 -1064.6254744521836528 15769.294319948372504 1484.4558915476143284 7417.596924905985361 -1194.7635824753760971 15631.689359189811512 -3335.918349203591788
539 -1067.3090880260756421 8888.840360845955729 -5032.8313429247464228 4880.7620564604258107 -2556.5857284253493162 13499.83078780073447 -4783.2831382392159867
540 -1067.7617528822102031 -28122.851412118307053 -703.33443327762222452 18537.871239877160406 3638.8729539543651299 5355.945232525567917 -5999.9523396333570417
541 -1062.6922730433161632 2523.8771198107842793 19242.588416416048858 -19061.824731066721142 -15967.891109647423946 -19816.885530966595979 14471.182330222594828
542 -1063.3175192172438983 9931.0416143382735754 -8982.5386559179933101 -3514.0077036655393385 -1679.1851050945047064 -13018.719941689229017 -2940.5493148545829172
543 -1063.5302560739160072 7664.3670270901702679 -26945.256787417874875 -2229.9181413529413476 -5911.2125652181148325 5371.0508892708494386 -16263.207654546708
544 -1057.650143332288053 12563.916252236242144 24788.454000917179656 2921.5077768347396159 1428.9297651954545927 -30075.76838345273427 4520.0348631802517048
545 -1060.869120494535764 4674.9353300131051583 -25488.858587454808003 -18729.390870717343205 9136.4874194770382019 -7353.6060995774332696 -9294.5403328521424555
546 -1062.5119057412243819 1505.3742711550710283 -33442.823060147515207 -1356.9594106564588856 9071.6684748607058282 -1997.2510478551346296 2628.9572402766020787
547 -1061.2528172001073017 531.20892949038568531 -4484.0108655522381014 -5711.8450702787749833 4317.104434643305467 -5652.8512584416848767 -2118.3725471658149218
548 -1056.0026026691750758 17837.869425741639134 2846.7241532375760471 -22926.386930727996514 12990.308772512244104 -3344.9386133584212075 16179.804810713276311
549 -1066.4736374067188081 -19866.368356998260424 2885.7180458139646362 3804.4209405631136178 160.4667845897990901 10069.514599655325583 10370.240517224025098
550 -1064.3859083040961195 -6342.8172163171666398 2518.8260840614893823 -3756.7210485817918197 5169.4154403217726212 4996.351355263739606 17208.121494303450163
551 -1063.1186835085775328 -24605.741323125726922 25244.459973602293758 5883.1165266169064125 3150.2340937683256925 7138.0709272135509309 -8589.6811568136727146
552 -1063.4892902437543398 7202.5141761453169238 -44059.232697965584521 480.82050540178994424 926.1243411140826538 -2222.6328376583078352 4387.1572231455420479
553 -1059.9944457628696455 24936.843941221999557 -4318.2412032748316051 33160.12628570945526 -10681.323202505216614 -2416.3502982326672281 -8092.5286138091441899
554 -1060.6701941934202296 21242.722302290763764 -11245.453338662133319 31001.33395938747708 -12872.343559646875292 -6994.705219491889693 -12101.159897213292425
555 -1061.1695041934194705 -16493.817624093087943 4191.823191738114474 23070.509940580326656 94.951777628921405494 3082.6229143123700851 5351.2480842667973775
556 -1058.3574337430911783 4684.2771207802497884 27942.619061930890894 -5452.3014353687658513 -5068.4927218458205971 14601.615577121592651 15164.061739278025925
557 -1063.788152626600322 -4974.4581920553027885 -12542.558260541116397 -26327.616797010181472 -1600.7780307493774217 6721.0244974576298773 2368.9829843644097309
558 -1063.0479849650325832 24968.413621403680736 1546.0810365000372713 1754.3564233152571887 -3132.039519692086742 21661.578916268168541 13431.545628516278157
559 -1063.6293911610066516 -19647.555216355918674 4071.8372565959789426 -20388.413110575565952 -8956.6960042810205778 -14153.267063071723896 1104.3583505960928051
560 -1061.2517257062736462 -20791.298323011804314 26539.50901333555521 -40303.662523966529989 4528.2880858692114998 2122.162614288360146 1888.5523131438360451
561 -1062.5942006899888383 -3531.0134968587876756 3531.9922090285749618 -50408.491729747853242 10031.20302085054027 -16157.9813815806192 -5329.9235337296859143
562 -1059.5191916040257638 9894.2258126781707688 14690.549757163607865 -29799.873494467046839 830.18933708744827982 7450.0787707433128162 589.39485954136205237
563 -1061.000569678136344 9256.8646565917824773 7220.1353801996237962 -33034.013364742881095 -9220.715898333424775 11319.99128995933097 9223.6022129537977889
564 -1058.5074180711860663 16537.459134641751007 12157.796973735608844 -11900.586770975969557 -4070.1696453014696999 5505.9943206169627956 4752.6245451934773882
565 -1063.1635135595975044 -4713.6722124582938704 4349.9514308991274447 -2848.5405816573224911 6147.9958986566725798 -20687.693503147362208 -10561.226776123086893
566 -1063.4503235529241465 8380.1864772125554737 -46136.980617245928443 -1009.5401010707049636 2182.3831968688991765 -2654.2101469580929916 4062.595130308915941
567 -1062.8810844257409371 -2244.4234014973367266 -3819.5475027806774051 -6753.3262611974696483 10757.535061401513303 -9619.7403283831990848 6825.9840541870380548
568 -1063.0079579471473608 -3355.5645004189759675 9192.2112440727760259 -9864.6938801374381001 6355.8262506823521107 -18865.127146539787645 4425.2683099803934965
569 -1061.9909720626551461 -14938.99333035825839 9550.646428973383081 -33299.374541193312325 10569.500907589701455 14864.925086022267351 2206.6340650998354249
570 -1061.3132343074269102 -3934.796084314586551 -19001.712670565055305 -13672.930913118432727 -2957.3357663271749516 -3964.3400227227048163 3105.9885752791915365
571 -1063.0790316021234503 -13841.503608985880419 -18977.227079779568157 -56.319470794505193112 2080.8552934005783754 -3596.1515168238147453 -2425.7654508932719182
572 -1060.547446700824139 -3835.0039443121595468 -7812.1332296595301159 -37434.284348911663983 4621.1196512976775921 1408.4469878074648932 6214.1517335600728984
573 -1060.7415804102658967 314.47313748842788073 10852.740796945879993 -52026.297130748040217 9052.5720756927003094 153.0297921026359802 -4532.9583445723992554
574 -1062.7023250856009327 9210.2306945617692691 -15177.179138714644068 11361.36952313220354 3910.7660492324598636 -1206.1457468290811903 -9055.7521743212600995
575 -1063.765216165358197 9679.2071779919206165 -10550.643796457799908 2124.9652211646698561 1273.2414773928828708 -3678.5346521744904749 -2416.3714117288468515
576 -1063.580304960981266 -6632.3285371798710912 -1404.5450824131976333 -9534.7593668155222986 5462.984913945727385 2774.2010552796355114 9625.8637144111762609
577 -1061.107088224026711 -9406.0225433073683234 35604.721553801769915 -8085.0713345894146187 2910.9340947760188101 -7647.1137460962945624 -2732.3290772732998448
578 -1064.3895861846663138 19833.520010210933833 -6763.1392906730043251 -23253.068602013947384 -3590.8606758308560529 -8579.6872710092648049 9130.7016355044397642
579 -1058.9152325348898103 16364.65399098069247 38671.493476653282414 1537.7358884545342335 5910.7330290499949115 29880.134167261039693 -19067.081787464718218
580 -1064.3282078583949897 -7848.333664467766539 13187.579785658870605 -11156.242061352442761 -12393.599531206262327 1975.2220849478205764 -12778.493439966388905
581 -1066.1481261073633959 -12227.696042276313165 -7030.5653774212596545 -8721.5706386546680733 -2571.9744880930516047 4513.8470786253292317 -9445.6093172439741465
582 -1062.0315606558658601 -32723.050432497253496 16849.468949026224436 -5862.8805627052252021 -1288.0746713119990545 -13315.289810808266338 -4003.210487590552475
583 -1064.2966686622949055 -11410.403722519524308 15567.100087748976875 -6211.0992384072724235 -357.75061664289154351 -10272.81955045842551 7808.0219881573202656
584 -1059.6328878277611238 -11874.661873245178867 -11039.781147386249359 7062.8558445598682738 -194.14920410634684345 18598.211488660977921 -1321.0008272393413336
585 -1056.8027928191536375 36922.55613492057455 -18382.082449553086917 -10482.38699691934562 -20158.299059157168813 24316.470929276896641 14384.647579133592444
586 -1061.3390802760302449 19395.099921379569423 -10790.09049599231912 -9645.1711932664238702 5971.9490572269924087 13067.556245568965096 -1717.3338133998563535
587 -1063.8013408533295205 -14466.925838351999118 27110.896959135519865 -44154.16927096658037 3196.6670498454127483 -587.06284717514483873 14699.786090302926823
588 -1064.0542424699153798 -20600.057192334690626 1218.9653917853001985 -743.1913046153125606 12598.731973965393991 5104.0419034665001163 2375.2798928694901406
589 -1062.9745200060506249 -13749.728420564761109 1422.5897369586934929 -29825.376209738424222 4735.1918756864724855 -5764.5514727869194758 -7863.882293428743651
590 -1062.7556143250885725 -816.7815288765123114 24304.247739102462219 -17905.318924999901355 -3481.8760901018008553 -2387.9309320151710381 -8173.7617841366036373
591 -1061.0447731187891804 16178.171806386340904 15620.72186274329033 6123.0494811733105962 -10406.00263820285727 -8115.5043180936581848 3662.5303225030193062
592 -1062.7195537070754199 -6509.8710738850531925 -1893.6948498602737345 -18394.093027084945788 715.80331805939852075 7636.1447646226888537 -1891.3634849934637714
593 -1062.6347157356142361 28009.864373475673347 -13021.095527451294402 -8801.8211317093810067 -2374.1736136897447977 3320.0528476011227212 -11294.912771770777908
594 -1062.0065973267362551 21387.11841986951913 -6157.8299188243936442 -3910.4074061714513846 -5445.1117340276032337 -32273.90177471977222 6207.341944266905557
595 -1063.5496585310681894 5677.1552224001379727 10254.963194820855279 -3512.1946657323101135 -2667.5937871654969058 -28450.608916355344263 -9479.8761465403458715
596 -1061.2839601394048259 4315.0307143006048136 -3485.1530119981807729 -10976.662037585350845 5713.664970092787371 -44831.465458985010628 11120.163093976394521
597 -1060.084707226063756 18112.106469433270831 -7815.0837940017281653 -22331.426497005046258 -3523.9303121964890124 18911.224547217134386 -2809.3455606677598553
598 -1062.3501217455159349 -18076.528042530924722 -12162.700267865751812 -23334.614516520592588 9407.261435296959462 11089.221807045396417 -16140.186206825410409
599 -1065.8635688958509036 3795.9578513462161027 1083.9612312938545529 3271.2953757537466117 1133.3652809270965918 -6403.059562744946561 -3292.7550795807856048
600 -1064.0226341432710342 3320.9294030446149009 14860.029670053272639 22045.120983337546932 -810.27145997085062845 5046.4546109183675071 -21660.279855951222999
601 -1059.1417788006681349 15943.369848137401277 17475.76229442451222 12560.772364131165887 2131.2907591843209048 -1496.7002182857900152 -21417.384416497181519
602 -1062.4305593546728232 1331.6508583017628098 18969.289704407077807 14288.321520411838719 5633.0462375779788999 13143.006760109234165 -6987.9381228988158909
603 -1056.1667248002358974 13578.728309144289597 37719.821846147046017 7924.4274734047958191 9790.4760911480698269 2294.9193733904821784 2112.1178911687670734
604 -1062.5680921740795384 -19431.285566480451962 -21952.043843201627169 -56230.789483243046561 2893.1406257979533621 4661.5223376834801456 6416.8800511663785073
605 -1060.6328292673078977 -17757.536938075096259 -19790.061034203346935 -48990.111317868831975 2038.6592723718358684 -1562.4264330497246647 -1051.6346756151347108
606 -1059.3281311457410538 18160.107597717767931 18273.972506579691981 32496.853581165400101 6550.2127116081055647 -29111.259586650776328 17842.122072125708655
607 -1057.9193643145192709 4600.617039629327337 36150.790161595476093 -12620.12183887766696 -4209.7497650629893542 -6876.8150841966835287 -6510.8824015662448801
608 -1062.3782710361485897 -11735.193017530282305 10928.606434143232036 -15773.586642326563378 -9801.7441818657516706 6440.4451527756991709 -4007.9554081287892586
609 -1062.158763785141673 -10287.41934646822483 -29610.947675600520597 -4815.158915415518095 -5545.9395900409726892 -2818.6645277147513298 -15795.302115659213086
610 -1060.3913726839393803 7349.8164392580574713 7239.3124227610996968 14140.807319220266436 -12444.921820063644191 12809.902421534199675 2267.8207063916611332
611 -1062.1457950924780107 4938.9461887073148318 15310.285152384885805 10995.736041068639679 -7832.4499419447110995 11168.654377544446106 5839.7415884161127906
612 -1060.8684053261479221 23952.668243543492281 14803.879928246740747 22072.588915982960316 2378.0708071299432049 -9282.4999033013336884 -7006.0507220585050163
613 -1058.5635652564183147 22722.096900970140268 11464.494057995892945 -6816.3981700065369296 9574.3746641214456758 -2904.4991410618172267 4649.4938490121803625
614 -1058.7826849485500134 -27416.207657185801509 -1725.1009299807683419 -30213.76190318243971 411.88731347049593978 -5329.3414799571892218 4248.5469181663729614
615 -1061.7295373997201295 -2778.9796248886150352 -9507.0486328066072019 -21786.965806367057667 3619.5277889306257748 3929.1367389047723009 4776.8068476330008707
616 -1060.2038398136169235 20376.306755129564408 -3683.3949501613465145 -15357.275608341478801 -3117.6543266375388157 16291.535489775313181 1609.9503491376535749
617 -1067.5039715284879094 -4676.1029488043359379 -4493.5467744193756516 -31598.707512291381136 390.50103773887650505 -15621.895228982682966 8536.2001268960866582
618 -1064.2105323095729545 6840.5690425204293206 -17620.178850662628975 -25499.354103703568398 -6423.0577666925200901 -2356.1342193297368794 18814.605327419525565
619 -1060.2917032133507291 4909.9997014371892874 24864.484045668068575 -15995.918142778818947 2194.5714149706764147 -9975.9307929957212764 17767.775275899053668
620 -1061.5332008504735768 19535.691819093572121 -3727.6418499133110345 -29900.726902635466104 6889.4013151738208762 14584.258477264262183 -7609.897287691585916
621 -1062.4883252902507138 7713.5807206628069252 -13133.288167997916389 -1760.1126593393973963 -7575.3708768959131703 -4325.8205551156816 17003.088022942476528
622 -1065.0130095202330267 -1620.6749066695417696 11431.320527397650949 22651.844253054419823 3285.1558655208214077 -21290.323496477609297 -1410.6486574649568411
623 -1063.0535994671331537 17986.316761225112714 3228.7297898183855978 36072.928737948313938 13009.248867668449748 -37037.160495955176884 15427.891037578096075
624 -1060.6844979946924923 4341.5183384288184243 12271.798903641438301 17846.516931246551394 4661.1073608492533822 -28753.936787658865796 2217.0939808977163921
625 -1058.3687573305367096 22437.742428994923102 -2720.0342631703574625 4526.3778204520604049 8008.4748769341194929 -19734.424731584120309 3768.3662875464451645
626 -1061.2513761524587608 -3956.5508883564289135 2737.468735058432685 -15275.796775972718024 2034.1761027765676317 -4977.4992988403801064 5527.6916578242889955
627 -1067.2515918480326036 -9795.9100922145862569 -29632.081800205738546 -66077.84839731467946 6240.1341562176530715 -8210.454034523359951 7550.7557987928994407
628 -1062.7131877143815473 -18688.314853098137974 6836.6559267399670716 -32107.327590863773366 2856.6407134216624399 9375.747993931050587 12930.863885032549661
629 -1058.0217470282716477 11275.693238438321714 24972.75729782468261 -1155.2832037827108707 590.80326009484497263 -30839.773665817843721 1056.1479991074741065
630 -1064.6277418211020631 -20279.653380866977386 18645.283519850490848 27583.29772621182201 6968.8577170584976557 -9366.3711908449640759 22801.460528702711599
631 -1058.4556314754502182 14368.009383144037201 16301.959979441007818 -15838.633821993884339 -469.44586499564638871 -4718.6346015590252136 -12111.798199540546193
632 -1060.2301103505556057 19731.587591789848375 11042.912124453219803 -15031.676592771978903 -7936.6596502425400104 -5436.5620145325801786 -2313.1185946129949116
633 -1065.1381743551919499 14442.29549387410043 7742.0442493533028028 10262.645116167306696 -1502.609030423325521 -7554.7080397269492096 -15574.950214448132101
634 -1064.7341373623457912 -25455.122598700989329 24102.101604112020141 9675.8674775202616729 -8316.8945684060072381 -3994.5125362946923815 -6597.9722867253003642
635 -1063.4545512169870563 -14985.981001521933649 10368.372234407814176 5392.0777489686443005 -16373.918343880079192 -1604.0005918022627611 -6317.3334825646516038
636 -1061.3774313295609772 -6301.822189581155726 10006.796964351400675 24853.220100217553409 -4505.1392691716591798 -22839.005624283883662 1813.9255996566325848
637 -1060.7701023941758649 -24652.043334847210645 25806.207260771680012 -13037.375003422355803 5687.8788125908786242 -3018.6251739668473419 -398.48404444168096461
638 -1059.6010879457710416 -7172.960895737132887 -25624.641567625290918 -19124.301789035322145 -3940.6817809857816428 13594.218643937034358 13235.610081129423634
639 -1058.1587843685247208 -11164.944485078061916 3066.8000970917050836 -24178.83718112218412 11783.010084620053021 -9180.4426573672153609 999.77271139751326245
640 -1060.6441301254028531 14114.841783750593095 -9130.9536121264773101 -13829.386547793525096 -462.77502014248199202 1862.1322483436492803 -10687.33599818152652
641 -1059.7699728113648234 1532.8791767581349177 20396.4918424781863 -23712.511846708031953 -5884.0177262891693317 -30026.070858661631064 -15052.572807278300388
642 -1064.6427483056913843 1364.566747863486853 -2833.1105860060142732 17232.951459353203973 -6404.0488795378823852 -22029.309117802215042 16453.401810219696927
643 -1064.1359129916343136 5445.4126516464557426 -21404.802915776705049 -15364.402238305638093 7940.663854805579831 -7485.1193332850134539 -5505.528185727894197
644 -1058.9532767949619938 24416.103852584976266 22920.968193071541464 -26913.838105423565139 10580.455935008851156 7664.8843449436280935 14280.850064513402685
645 -1065.5046990816229027 -114.96092024086742356 4856.7883103581862088 8070.7609404784025173 -3956.7390931318418552 -11566.290236368309706 26787.849385207962769
646 -1062.5924417975345477 -11441.223210386777282 32179.336906043197814 38109.199299527965195 7387.1664706516721708 -5253.6157901520136875 2870.3640885845065895
647 -1062.3546312858065903 -22748.559913537825196 17705.777874423794856 -12254.710421713725736 7034.7577108928671805 3402.0188268982765294 4221.0104094135886044
648 -1061.9960459200779042 -9104.2517407364393875 20100.827997684642469 -35269.60831915622839 2865.663518672778082 3301.2170022805617009 10313.50784817051499
649 -1059.0296357874206024 -9994.6294506011090562 23393.173783721416839 -7975.0070734995533712 2673.3440833706222293 1789.9933631232465814 17844.745661124718026
650 -1061.4380449497730297 -331.9234450835714938 5540.9551543380530347 -25095.217951095524768 7857.9069536173183224 -537.73892981924086598 -10655.986369728172576
651 -1061.8756480173206 -19540.697603127275215 -3844.459386325453579 -33647.28801752297295 -3851.6677307424465653 8471.2400376579971635 2300.082401675973415
652 -1064.3519413393230479 -3379.044298143809101 -1869.5674453240599178 -45234.169961227955355 -5476.3101836004261713 -24327.226463177932601 -5176.8809236773959128
653 -1064.184008782236333 2142.8964956421791612 -17106.731990609281638 -38794.174591251619859 -2894.5571658087201286 -15905.222055050271592 2229.5825341185204707
654 -1060.7193882501339885 -2508.3418796706241665 -10394.854620684749534 -25412.305486409451987 7587.2472622706300172 9970.2849368578499707 6832.6569567642236507
655 -1057.7348243238122905 9402.8987528694051434 15746.792900152086077 -8647.1732710272608529 3625.4916891793427567 -2892.0003948368707825 14955.478281620813505
656 -1059.4812974117594422 29465.756512232419482 1453.5678396040650568 -33566.720497114816681 3802.9031144223117735 -13963.593894827929034 5889.4438248128853957
657 -1058.8898620596289675 31902.940772691687016 4049.7341735667455396 -31721.668613843372441 5870.9987030573729498 -5523.1277507397617228 5620.8656536966846033
658 -1060.2881354697760798 -860.20611405040654063 4652.5278141381295427 -25491.184386705805082 -6106.7471283376080464 8629.5648891646942502 7980.2740110973527408
659 -1062.0081887364474369 1803.1873887724532324 4331.9381022258467056 -9791.7625750292500015 2046.5431961782669532 6974.6394915223363569 -2327.5777011546410904
660 -1060.9222951836334232 -8321.7997810429787933 21554.760519931041927 -28428.852742646515253 -9667.2175181297261588 -1157.6501744145280099 5358.5785990734448205
661 -1063.941812380665624 30069.147388150260667 -23966.812409704878519 -3610.7913670803282002 -3284.6295109116331332 4849.5844689586720051 7459.4197608015019796
662 -1064.619157477992303 -8142.2804354326617613 -8519.8243732717528474 -24167.058867779793218 12295.711163003652473 20959.149168807020033 8114.2943594779417253
663 -1058.0016843258295012 -11948.882609311311171 11603.297589604322638 -45203.319558489143674 -2446.7480925927493445 -18847.44679347778947 11617.396391920443421
664 -1061.6417236464658345 8358.818556989353965 -26737.170319905322685 -2242.8497569549322179 -8445.7647581659002753 -1688.4103463748292597 -12552.983601958227155
665 -1062.865332100349633 3793.3683249633913874 -241.68001857072422922 12031.634048027290191 -5964.4154710904713284 -10202.427815397844824 -6644.9945037451734606
666 -1062.7872398557205997 10117.89424937594049 -4768.8140278128057616 -324.99507182603343836 -3097.4724488081023992 -11650.306823238341167 -12929.8512143461503
667 -1059.3412465252526999 10473.039348810019874 17295.305170262407046 -12776.528596780030057 847.98994479626946941 -12385.863788130091052 12340.20118598821864
668 -1058.5454848593535644 -6727.698454709606267 32060.454785008270846 -18853.206872394184757 986.77525208210363417 23571.125777188000939 -1794.9653346976924695
669 -1059.537890319918688 791.8902840874351341 11451.923344006429033 -22879.024954772732599 11107.281868409721937 -13531.44266096080537 -2233.3741462067055181
670 -1067.368701674377462 10537.853551626689296 -23579.493041324611113 -24601.771951192618872 -9991.9097278202571033 -1082.4638284253633174 5094.6098247394247664
671 -1065.2393789618467963 10346.068342904418387 -3307.6823121316488141 -8562.5188295082498371 -12579.894823071948849 -15069.170348682731856 -8719.0444977537681552
672 -1055.9523651934705413 7518.8678118288698897 52923.100655214278959 28404.337225043960643 -4464.9917974391773896 -3782.9871695644446845 21079.237743141893588
673 -1063.2883867024777373 -16976.105892782183219 -23902.227878177000093 -37163.642017645135638 788.57219819022350293 -4310.686430575256054 5551.6072977624671694
674 -1067.4699701606205053 -17653.20024738191205 -7209.1008327578110766 -12081.832576756491108 3272.7320997373517457 -12358.653208623320097 -13677.669275601869231
675 -1067.0917698040664163 -19406.767823932932515 -17277.032829548250447 -16510.189335169197875 3963.9466208444750919 -11928.493063968617207 -3957.6797199512329826
676 -1066.3143564003357824 -25662.819695300022431 -5585.6550732846599203 -52327.677434814417211 -2709.2729744508624208 -6383.9713700117154076 4307.311520998809101
677 -1058.6734714397789503 10138.670885429402915 17084.225463252434565 39544.319488850385824 6207.9299201947687834 -4176.4927499700725093 27431.079485489281069
678 -1064.150343246208422 -3524.1557002709037079 18969.36360960404636 4546.2639352361620695 3956.3611098604615108 27486.117473634752969 -7970.4338311107549089
679 -1060.3810403569530081 6642.0485147183453591 19976.711735031069111 -14638.206012884040319 -147.35099466020491832 -7644.3910992263190565 -11897.515872159998253
680 -1056.5404799319542235 26276.059592477424303 22505.502760076011327 3466.9891833313222378 -3308.6629551141832053 3992.2881909364832609 -4622.3886950528394664
681 -1064.5921664414090628 -26478.036886663547193 10039.556371528295131 -45097.208756572399579 -4487.4098171036348504 -10456.082067876997826 9419.5551537499741244
